"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G36000500025004","11","3","360050025004"
"G36000500025005","12","3","360050025005"
"G36000500027011","29","6","360050027011"
"G36000500027012","29","6","360050027012"
"G36000500027021","28","6","360050027021"
"G36000500027022","25","6","360050027022"
"G36000500027023","29","6","360050027023"
"G36000500027024","30","6","360050027024"
"G36000500028001","34","7","360050028001"
"G36000500028002","46","7","360050028002"
"G36000500028003","40","7","360050028003"
"G36000500028004","39","7","360050028004"
"G36000500031001","50","8","360050031001"
"G36000500033001","20","5","360050033001"
"G36000500033002","23","6","360050033002"
"G36000500033003","24","6","360050033003"
"G36000500035001","15","4","360050035001"
"G36000500035002","16","4","360050035002"
"G36000500035003","14","4","360050035003"
"G36000500037001","25","6","360050037001"
"G36000500038001","14","4","360050038001"
"G36000500039001","7","2","360050039001"
"G36000500039002","7","2","360050039002"
"G36000500039003","7","2","360050039003"
"G36000500039004","6","2","360050039004"
"G36000500039005","7","2","360050039005"
"G36000500040011","19","5","360050040011"
"G36000500041001","15","4","360050041001"
"G36000500041002","13","4","360050041002"
"G36000500041003","PH","PH","360050041003"
"G36000500041004","13","4","360050041004"
"G36000500042001","91","10","360050042001"
"G36000500042002","30","6","360050042002"
"G36000500042003","20","5","360050042003"
"G36000500042004","18","5","360050042004"
"G36000500042005","39","7","360050042005"
"G36000500042006","PH","PH","360050042006"
"G36000500042007","23","6","360050042007"
"G36000500043001","22","5","360050043001"
"G36000500043002","40","7","360050043002"
"G36000500043003","15","4","360050043003"
"G36000500043004","20","5","360050043004"
"G36000500044001","18","5","360050044001"
"G36000500044002","18","5","360050044002"
"G36000500044003","17","5","360050044003"
"G36000500044004","18","5","360050044004"
"G36000500046001","98","10","360050046001"
"G36000500048001","32","7","360050048001"
"G36000500048002","31","6","360050048002"
"G36000500050011","21","5","360050050011"
"G36000500050012","17","5","360050050012"
"G36000500050013","16","4","360050050013"
"G36000500050014","12","3","360050050014"
"G36000500050021","23","6","360050050021"
"G36000500050022","16","4","360050050022"
"G36000500050023","16","4","360050050023"
"G36000500050024","15","4","360050050024"
"G36000500051001","28","6","360050051001"
"G36000500051002","28","6","360050051002"
"G36000500051003","29","6","360050051003"
"G36000500052001","28","6","360050052001"
"G36000500052002","28","6","360050052002"
"G36000500053001","29","6","360050053001"
"G36000500053002","28","6","360050053002"
"G36000500054001","22","5","360050054001"
"G36000500054002","26","6","360050054002"
"G36000500054003","17","5","360050054003"
"G36000500054004","24","6","360050054004"
"G36000500056001","41","7","360050056001"
"G36000500056002","18","5","360050056002"
"G36000500056003","19","5","360050056003"
"G36000500059021","40","7","360050059021"
"G36000500059022","62","8","360050059022"
"G36000500060001","27","6","360050060001"
"G36000500060002","GQ-PH","GQ-PH","360050060002"
"G36000500061001","PH","PH","360050061001"
"G36000500061002","98","10","360050061002"
"G36000500061003","96","10","360050061003"
"G36000500061004","PH","PH","360050061004"
"G36000500062001","27","6","360050062001"
"G36000500062002","27","6","360050062002"
"G36000500062003","28","6","360050062003"
"G36000500062004","24","6","360050062004"
"G36000500062005","20","5","360050062005"
"G36000500063011","33","7","360050063011"
"G36000500063012","53","8","360050063012"
"G36000500063013","34","7","360050063013"
"G36000500063014","35","7","360050063014"
"G36000500063015","QDI","QDI","360050063015"
"G36000500063016","34","7","360050063016"
"G36000500063021","GQ-PH","GQ-PH","360050063021"
"G36000500064001","19","5","360050064001"
"G36000500064002","20","5","360050064002"
"G36000500064003","26","6","360050064003"
"G36000500064004","22","5","360050064004"
"G36000500065001","28","6","360050065001"
"G36000500065002","28","6","360050065002"
"G36000500065003","28","6","360050065003"
"G36000500065004","28","6","360050065004"
"G36000500067001","29","6","360050067001"
"G36000500067002","29","6","360050067002"
"G36000500067003","29","6","360050067003"
"G36000500067004","29","6","360050067004"
"G36000500067005","30","6","360050067005"
"G36000500067006","29","6","360050067006"
"G36000500068001","11","3","360050068001"
"G36000500068002","13","4","360050068002"
"G36000500068003","14","4","360050068003"
"G36000500069001","24","6","360050069001"
"G36000500069002","26","6","360050069002"
"G36000500069003","26","6","360050069003"
"G36000500069004","26","6","360050069004"
"G36000500070001","19","5","360050070001"
"G36000500070002","21","5","360050070002"
"G36000500070003","21","5","360050070003"
"G36000500071001","40","7","360050071001"
"G36000500071002","49","8","360050071002"
"G36000500072001","12","3","360050072001"
"G36000500072002","32","7","360050072002"
"G36000500072003","53","8","360050072003"
"G36000500072004","6","2","360050072004"
"G36000500073001","29","6","360050073001"
"G36000500073002","27","6","360050073002"
"G36000500073003","28","6","360050073003"
"G36000500074001","10","3","360050074001"
"G36000500074002","25","6","360050074002"
"G36000500074003","31","6","360050074003"
"G36000500075001","52","8","360050075001"
"G36000500075002","44","7","360050075002"
"G36000500075003","54","8","360050075003"
"G36000500075004","52","8","360050075004"
"G36000500076001","12","3","360050076001"
"G36000500076002","11","3","360050076002"
"G36000500076003","14","4","360050076003"
"G36000500076004","11","3","360050076004"
"G36000500076005","21","5","360050076005"
"G36000500077001","29","6","360050077001"
"G36000500078001","15","4","360050078001"
"G36000500078002","22","5","360050078002"
"G36000500078003","21","5","360050078003"
"G36000500078004","18","5","360050078004"
"G36000500079001","27","6","360050079001"
"G36000500079002","27","6","360050079002"
"G36000500079003","27","6","360050079003"
"G36000500079004","23","6","360050079004"
"G36000500079005","31","6","360050079005"
"G36000500079006","27","6","360050079006"
"G36000500083001","33","7","360050083001"
"G36000500083002","27","6","360050083002"
"G36000500083003","14","4","360050083003"
"G36000500083004","27","6","360050083004"
"G36000500083005","28","6","360050083005"
"G36000500083006","27","6","360050083006"
"G36000500084001","18","5","360050084001"
"G36000500084002","13","4","360050084002"
"G36000500085001","33","7","360050085001"
"G36000500085002","49","8","360050085002"
"G36000500085003","36","7","360050085003"
"G36000500085004","46","7","360050085004"
"G36000500085005","45","7","360050085005"
"G36000500086001","13","4","360050086001"
"G36000500086002","14","4","360050086002"
"G36000500086003","15","4","360050086003"
"G36000500087001","27","6","360050087001"
"G36000500087002","28","6","360050087002"
"G36000500087003","27","6","360050087003"
"G36000500087004","27","6","360050087004"
"G36000500087005","29","6","360050087005"
"G36000500089001","100","10","360050089001"
"G36000500089002","92","10","360050089002"
"G36000500090000","PH","PH","360050090000"
"G36000500090001","QDI","QDI","360050090001"
"G36000500090002","GQ","GQ","360050090002"
"G36000500090003","27","6","360050090003"
"G36000500090004","20","5","360050090004"
"G36000500090005","29","6","360050090005"
"G36000500092001","22","5","360050092001"
"G36000500092002","21","5","360050092002"
"G36000500092003","11","3","360050092003"
"G36000500092004","12","3","360050092004"
"G36000500092005","15","4","360050092005"
"G36000500093011","24","6","360050093011"
"G36000500093012","16","4","360050093012"
"G36000500093013","24","6","360050093013"
"G36000500093014","30","6","360050093014"
"G36000500093015","PH","PH","360050093015"
"G36000500093016","PH","PH","360050093016"
"G36000500093020","PH","PH","360050093020"
"G36000500093021","GQ-PH","GQ-PH","360050093021"
"G36000500093022","PH","PH","360050093022"
"G36000500096001","21","5","360050096001"
"G36000500096002","19","5","360050096002"
"G36000500098001","24","6","360050098001"
"G36000500098002","20","5","360050098002"
"G36000500098003","19","5","360050098003"
"G36000500098004","18","5","360050098004"
"G36000500098005","25","6","360050098005"
"G36000500110000","PH","PH","360050110000"
"G36000500110001","PH","PH","360050110001"
"G36000500115021","100","10","360050115021"
"G36000500115022","29","6","360050115022"
"G36000500115023","27","6","360050115023"
"G36000500117011","22","5","360050117011"
"G36000500117012","GQ-PH","GQ-PH","360050117012"
"G36000500117020","PH","PH","360050117020"
"G36000500117021","PH","PH","360050117021"
"G36000500118000","PH","PH","360050118000"
"G36000500118001","GQ","GQ","360050118001"
"G36000500118002","22","5","360050118002"
"G36000500118003","19","5","360050118003"
"G36000500119001","22","5","360050119001"
"G36000500119002","23","6","360050119002"
"G36000500119003","15","4","360050119003"
"G36000500119004","25","6","360050119004"
"G36000500119005","23","6","360050119005"
"G36000500121011","26","6","360050121011"
"G36000500121012","22","5","360050121012"
"G36000500121021","28","6","360050121021"
"G36000500123001","9","3","360050123001"
"G36000500123002","8","3","360050123002"
"G36000500123003","8","3","360050123003"
"G36000500123004","PH","PH","360050123004"
"G36000500123005","PH","PH","360050123005"
"G36000500123006","PH","PH","360050123006"
"G36000500125001","17","5","360050125001"
"G36000500125002","17","5","360050125002"
"G36000500127011","39","7","360050127011"
"G36000500127012","30","6","360050127012"
"G36000500129011","18","5","360050129011"
"G36000500129012","18","5","360050129012"
"G36000500130001","14","4","360050130001"
"G36000500131001","21","5","360050131001"
"G36000500131002","21","5","360050131002"
"G36000500131003","21","5","360050131003"
"G36000500131004","21","5","360050131004"
"G36000500132000","PH","PH","360050132000"
"G36000500132001","16","4","360050132001"
"G36000500132002","6","2","360050132002"
"G36000500132003","15","4","360050132003"
"G36000500132004","14","4","360050132004"
"G36000500132005","11","3","360050132005"
"G36000500133001","38","7","360050133001"
"G36000500133002","32","7","360050133002"
"G36000500133003","37","7","360050133003"
"G36000500133004","31","6","360050133004"
"G36000500135001","16","4","360050135001"
"G36000500135002","30","6","360050135002"
"G36000500135003","46","7","360050135003"
"G36000500138000","PH","PH","360050138000"
"G36000500138001","40","7","360050138001"
"G36000500138002","20","5","360050138002"
"G36000500141001","43","7","360050141001"
"G36000500141002","39","7","360050141002"
"G36000500141003","39","7","360050141003"
"G36000500143001","28","6","360050143001"
"G36000500144001","QDI","QDI","360050144001"
"G36000500144002","22","5","360050144002"
"G36000500144003","22","5","360050144003"
"G36000500144004","21","5","360050144004"
"G36000500144005","22","5","360050144005"
"G36000500144006","13","4","360050144006"
"G36000500145001","26","6","360050145001"
"G36000500145002","29","6","360050145002"
"G36000500145003","27","6","360050145003"
"G36000500145004","26","6","360050145004"
"G36000500147011","25","6","360050147011"
"G36000500147012","27","6","360050147012"
"G36000500147013","28","6","360050147013"
"G36000500147021","29","6","360050147021"
"G36000500147022","27","6","360050147022"
"G36000500147023","27","6","360050147023"
"G36000500147024","25","6","360050147024"
"G36000500149001","30","6","360050149001"
"G36000500149002","27","6","360050149002"
"G36000500149003","27","6","360050149003"
"G36000500151001","19","5","360050151001"
"G36000500151002","19","5","360050151002"
"G36000500151003","22","5","360050151003"
"G36000500151004","13","4","360050151004"
"G36000500152001","11","3","360050152001"
"G36000500152002","20","5","360050152002"
"G36000500153001","27","6","360050153001"
"G36000500153002","23","6","360050153002"
"G36000500153003","18","5","360050153003"
"G36000500155001","27","6","360050155001"
"G36000500155002","26","6","360050155002"
"G36000500157001","PH","PH","360050157001"
"G36000500157002","26","6","360050157002"
"G36000500157003","23","6","360050157003"
"G36000500157004","22","5","360050157004"
"G36000500158001","14","4","360050158001"
"G36000500159001","13","4","360050159001"
"G36000500159002","23","6","360050159002"
"G36000500160000","PH","PH","360050160000"
"G36000500160001","18","5","360050160001"
"G36000500160002","11","3","360050160002"
"G36000500160003","20","5","360050160003"
"G36000500160004","18","5","360050160004"
"G36000500161001","26","6","360050161001"
"G36000500161002","28","6","360050161002"
"G36000500161003","28","6","360050161003"
"G36000500161004","29","6","360050161004"
"G36000500162001","17","5","360050162001"
"G36000500162002","15","4","360050162002"
"G36000500163001","PH","PH","360050163001"
"G36000500164001","16","4","360050164001"
"G36000500165001","27","6","360050165001"
"G36000500166001","13","4","360050166001"
"G36000500166002","18","5","360050166002"
"G36000500167001","19","5","360050167001"
"G36000500167002","24","6","360050167002"
"G36000500169001","17","5","360050169001"
"G36000500171001","PH","PH","360050171001"
"G36000500173001","21","5","360050173001"
"G36000500173002","29","6","360050173002"
"G36000500173003","27","6","360050173003"
"G36000500173004","29","6","360050173004"
"G36000500175001","28","6","360050175001"
"G36000500175002","28","6","360050175002"
"G36000500175003","28","6","360050175003"
"G36000500175004","27","6","360050175004"
"G36000500175005","26","6","360050175005"
"G36000500175006","29","6","360050175006"
"G36000500177011","16","4","360050177011"
"G36000500177012","17","5","360050177012"
"G36000500177013","17","5","360050177013"
"G36000500177021","29","6","360050177021"
"G36000500177022","31","6","360050177022"
"G36000500177023","32","7","360050177023"
"G36000500177024","31","6","360050177024"
"G36000500179011","36","7","360050179011"
"G36000500179012","32","7","360050179012"
"G36000500179013","34","7","360050179013"
"G36000500179021","25","6","360050179021"
"G36000500179022","25","6","360050179022"
"G36000500179023","24","6","360050179023"
"G36000500181011","11","3","360050181011"
"G36000500181012","11","3","360050181012"
"G36000500181013","11","3","360050181013"
"G36000500181021","34","7","360050181021"
"G36000500181022","26","6","360050181022"
"G36000500181023","29","6","360050181023"
"G36000500181024","23","6","360050181024"
"G36000500183011","38","7","360050183011"
"G36000500183012","35","7","360050183012"
"G36000500183013","34","7","360050183013"
"G36000500183021","55","8","360050183021"
"G36000500183022","55","8","360050183022"
"G36000500183023","52","8","360050183023"
"G36000500184001","15","4","360050184001"
"G36000500184002","16","4","360050184002"
"G36000500184003","16","4","360050184003"
"G36000500184004","17","5","360050184004"
"G36000500185011","26","6","360050185011"
"G36000500185021","27","6","360050185021"
"G36000500185022","28","6","360050185022"
"G36000500185023","28","6","360050185023"
"G36000500185024","25","6","360050185024"
"G36000500189001","27","6","360050189001"
"G36000500189002","24","6","360050189002"
"G36000500189003","27","6","360050189003"
"G36000500189004","28","6","360050189004"
"G36000500193001","26","6","360050193001"
"G36000500193002","26","6","360050193002"
"G36000500193003","27","6","360050193003"
"G36000500193004","26","6","360050193004"
"G36000500194001","17","5","360050194001"
"G36000500195001","19","5","360050195001"
"G36000500195002","18","5","360050195002"
"G36000500195003","19","5","360050195003"
"G36000500195004","19","5","360050195004"
"G36000500197001","28","6","360050197001"
"G36000500197002","28","6","360050197002"
"G36000500197003","26","6","360050197003"
"G36000500197004","22","5","360050197004"
"G36000500197005","28","6","360050197005"
"G36000500199001","26","6","360050199001"
"G36000500199002","25","6","360050199002"
"G36000500199003","30","6","360050199003"
"G36000500199004","26","6","360050199004"
"G36000500199005","26","6","360050199005"
"G36000500199006","26","6","360050199006"
"G36000500200001","18","5","360050200001"
"G36000500200002","24","6","360050200002"
"G36000500200003","PH","PH","360050200003"
"G36000500200004","25","6","360050200004"
"G36000500201001","25","6","360050201001"
"G36000500201002","25","6","360050201002"
"G36000500201003","27","6","360050201003"
"G36000500202001","13","4","360050202001"
"G36000500202002","17","5","360050202002"
"G36000500204001","12","3","360050204001"
"G36000500204002","19","5","360050204002"
"G36000500204003","13","4","360050204003"
"G36000500205011","PH","PH","360050205011"
"G36000500205012","26","6","360050205012"
"G36000500205013","28","6","360050205013"
"G36000500205014","28","6","360050205014"
"G36000500205015","29","6","360050205015"
"G36000500205021","16","4","360050205021"
"G36000500205022","18","5","360050205022"
"G36000500205023","9","3","360050205023"
"G36000500206011","15","4","360050206011"
"G36000500206012","17","5","360050206012"
"G36000500209001","28","6","360050209001"
"G36000500209002","25","6","360050209002"
"G36000500209003","25","6","360050209003"
"G36000500209004","24","6","360050209004"
"G36000500210011","54","8","360050210011"
"G36000500210012","29","6","360050210012"
"G36000500210013","37","7","360050210013"
"G36000500210014","58","8","360050210014"
"G36000500210015","47","7","360050210015"
"G36000500210016","54","8","360050210016"
"G36000500210017","54","8","360050210017"
"G36000500210021","75","9","360050210021"
"G36000500210022","65","8","360050210022"
"G36000500210023","74","9","360050210023"
"G36000500210024","56","8","360050210024"
"G36000500210025","48","7","360050210025"
"G36000500210026","66","8","360050210026"
"G36000500210027","64","8","360050210027"
"G36000500210028","63","8","360050210028"
"G36000500211001","15","4","360050211001"
"G36000500211002","16","4","360050211002"
"G36000500211003","17","5","360050211003"
"G36000500211004","15","4","360050211004"
"G36000500212001","61","8","360050212001"
"G36000500212002","35","7","360050212002"
"G36000500212003","74","9","360050212003"
"G36000500212004","70","9","360050212004"
"G36000500212005","62","8","360050212005"
"G36000500213011","34","7","360050213011"
"G36000500213012","38","7","360050213012"
"G36000500213021","28","6","360050213021"
"G36000500213022","30","6","360050213022"
"G36000500213023","26","6","360050213023"
"G36000500213024","28","6","360050213024"
"G36000500215011","27","6","360050215011"
"G36000500215012","25","6","360050215012"
