"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G36002701407004","26","6","360271407004"
"G36002701407005","22","5","360271407005"
"G36002701408011","66","8","360271408011"
"G36002701408012","28","6","360271408012"
"G36002701408013","41","7","360271408013"
"G36002701500031","42","7","360271500031"
"G36002701500032","GQ","GQ","360271500032"
"G36002701500033","20","5","360271500033"
"G36002701500041","37","7","360271500041"
"G36002701500042","28","6","360271500042"
"G36002701500043","23","6","360271500043"
"G36002701500051","42","7","360271500051"
"G36002701500052","19","5","360271500052"
"G36002701500061","33","7","360271500061"
"G36002701500062","34","7","360271500062"
"G36002701600031","22","5","360271600031"
"G36002701600032","19","5","360271600032"
"G36002701600033","14","4","360271600033"
"G36002701600041","24","6","360271600041"
"G36002701600042","23","6","360271600042"
"G36002701600051","18","5","360271600051"
"G36002701600052","42","7","360271600052"
"G36002701600053","22","5","360271600053"
"G36002701700001","28","6","360271700001"
"G36002701700002","24","6","360271700002"
"G36002701700003","35","7","360271700003"
"G36002701700004","25","6","360271700004"
"G36002701800011","27","6","360271800011"
"G36002701800012","21","5","360271800012"
"G36002701800013","17","5","360271800013"
"G36002701800014","33","7","360271800014"
"G36002701901011","27","6","360271901011"
"G36002701901012","30","6","360271901012"
"G36002701901013","29","6","360271901013"
"G36002701901021","38","7","360271901021"
"G36002701901022","22","5","360271901022"
"G36002701902031","40","7","360271902031"
"G36002701902032","31","6","360271902032"
"G36002701902041","27","6","360271902041"
"G36002701902042","30","6","360271902042"
"G36002701902043","24","6","360271902043"
"G36002701902044","31","6","360271902044"
"G36002701903011","33","7","360271903011"
"G36002701903012","32","7","360271903012"
"G36002701903013","31","6","360271903013"
"G36002701904011","35","7","360271904011"
"G36002701904012","37","7","360271904012"
"G36002701904021","75","9","360271904021"
"G36002701904022","25","6","360271904022"
"G36002702000011","13","4","360272000011"
"G36002702000012","33","7","360272000012"
"G36002702000013","27","6","360272000013"
"G36002702000021","36","7","360272000021"
"G36002702101011","32","7","360272101011"
"G36002702101012","28","6","360272101012"
"G36002702101013","15","4","360272101013"
"G36002702101014","28","6","360272101014"
"G36002702101015","38","7","360272101015"
"G36002702102011","47","7","360272102011"
"G36002702102012","28","6","360272102012"
"G36002702102013","34","7","360272102013"
"G36002702102014","32","7","360272102014"
"G36002702102015","26","6","360272102015"
"G36002702103011","33","7","360272103011"
"G36002702103012","26","6","360272103012"
"G36002702103013","33","7","360272103013"
"G36002702103014","32","7","360272103014"
"G36002702201011","59","8","360272201011"
"G36002702201012","41","7","360272201012"
"G36002702201013","62","8","360272201013"
"G36002702201014","50","8","360272201014"
"G36002702201021","50","8","360272201021"
"G36002702201022","QDI","QDI","360272201022"
"G36002702202011","67","9","360272202011"
"G36002702202012","65","8","360272202012"
"G36002702202013","71","9","360272202013"
"G36002702202014","62","8","360272202014"
"G36002702203001","57","8","360272203001"
"G36002702203002","72","9","360272203002"
"G36002702203003","72","9","360272203003"
"G36002702203004","74","9","360272203004"
"G36002702207001","66","9","360272207001"
"G36002702207002","67","9","360272207002"
"G36002702207003","69","9","360272207003"
"G36002702208011","24","6","360272208011"
"G36002702208012","45","7","360272208012"
"G36002702208013","36","7","360272208013"
"G36002702208014","49","8","360272208014"
"G36002702208015","34","7","360272208015"
"G36002702209011","69","9","360272209011"
"G36002702209012","66","9","360272209012"
"G36002702209013","54","8","360272209013"
"G36002702209014","45","7","360272209014"
"G36002702210011","44","7","360272210011"
"G36002702210012","36","7","360272210012"
"G36002702210013","36","7","360272210013"
"G36002702210014","34","7","360272210014"
"G36002702211001","79","9","360272211001"
"G36002702211002","76","9","360272211002"
"G36002702211003","73","9","360272211003"
"G36002702211004","86","10","360272211004"
"G36002703000001","48","7","360273000001"
"G36002703000002","62","8","360273000002"
"G36002703000003","37","7","360273000003"
"G36002703000004","55","8","360273000004"
"G36002703000005","48","7","360273000005"
"G36002704100001","GQ","GQ","360274100001"
"G36002704100002","34","7","360274100002"
"G36002704100003","39","7","360274100003"
"G36002706100001","GQ-PH","GQ-PH","360276100001"
"G36002706400011","GQ-PH","GQ-PH","360276400011"
"G36002706400021","GQ-PH","GQ-PH","360276400021"
"G36002900001101","89","10","360290001101"
"G36002900001102","88","10","360290001102"
"G36002900001103","95","10","360290001103"
"G36002900002001","87","10","360290002001"
"G36002900002002","98","10","360290002002"
"G36002900002003","88","10","360290002003"
"G36002900002004","92","10","360290002004"
"G36002900005001","99","10","360290005001"
"G36002900005002","98","10","360290005002"
"G36002900006001","56","8","360290006001"
"G36002900006002","58","8","360290006002"
"G36002900006003","77","9","360290006003"
"G36002900006004","81","9","360290006004"
"G36002900007001","46","7","360290007001"
"G36002900007002","57","8","360290007002"
"G36002900007003","60","8","360290007003"
"G36002900007004","79","9","360290007004"
"G36002900007005","65","8","360290007005"
"G36002900008001","68","9","360290008001"
"G36002900008002","63","8","360290008002"
"G36002900008003","74","9","360290008003"
"G36002900008004","44","7","360290008004"
"G36002900009001","76","9","360290009001"
"G36002900009002","79","9","360290009002"
"G36002900009003","69","9","360290009003"
"G36002900010001","80","9","360290010001"
"G36002900010002","88","10","360290010002"
"G36002900010003","67","9","360290010003"
"G36002900010004","95","10","360290010004"
"G36002900010005","85","10","360290010005"
"G36002900011001","85","10","360290011001"
"G36002900011002","86","10","360290011002"
"G36002900011003","97","10","360290011003"
"G36002900014031","93","10","360290014031"
"G36002900014032","92","10","360290014032"
"G36002900014041","92","10","360290014041"
"G36002900014042","92","10","360290014042"
"G36002900015001","95","10","360290015001"
"G36002900015002","97","10","360290015002"
"G36002900015003","93","10","360290015003"
"G36002900016011","100","10","360290016011"
"G36002900016021","100","10","360290016021"
"G36002900017001","100","10","360290017001"
"G36002900017002","95","10","360290017002"
"G36002900019001","91","10","360290019001"
"G36002900019002","79","9","360290019002"
"G36002900019003","97","10","360290019003"
"G36002900023001","93","10","360290023001"
"G36002900023002","98","10","360290023002"
"G36002900023003","94","10","360290023003"
"G36002900023004","98","10","360290023004"
"G36002900024001","89","10","360290024001"
"G36002900024002","96","10","360290024002"
"G36002900024003","98","10","360290024003"
"G36002900024004","95","10","360290024004"
"G36002900024005","100","10","360290024005"
"G36002900025021","98","10","360290025021"
"G36002900025022","69","9","360290025022"
"G36002900025023","76","9","360290025023"
"G36002900027031","80","9","360290027031"
"G36002900027041","96","10","360290027041"
"G36002900027042","99","10","360290027042"
"G36002900027043","96","10","360290027043"
"G36002900028011","100","10","360290028011"
"G36002900028012","99","10","360290028012"
"G36002900028021","98","10","360290028021"
"G36002900029001","100","10","360290029001"
"G36002900029002","100","10","360290029002"
"G36002900029003","99","10","360290029003"
"G36002900029004","98","10","360290029004"
"G36002900030001","88","10","360290030001"
"G36002900030002","99","10","360290030002"
"G36002900030003","95","10","360290030003"
"G36002900031001","100","10","360290031001"
"G36002900031002","93","10","360290031002"
"G36002900031003","96","10","360290031003"
"G36002900031004","97","10","360290031004"
"G36002900033011","80","9","360290033011"
"G36002900033012","84","10","360290033012"
"G36002900033013","93","10","360290033013"
"G36002900033014","89","10","360290033014"
"G36002900033021","99","10","360290033021"
"G36002900033022","96","10","360290033022"
"G36002900033023","99","10","360290033023"
"G36002900033024","98","10","360290033024"
"G36002900034001","97","10","360290034001"
"G36002900034002","96","10","360290034002"
"G36002900034003","96","10","360290034003"
"G36002900034004","88","10","360290034004"
"G36002900034005","97","10","360290034005"
"G36002900035011","100","10","360290035011"
"G36002900035012","100","10","360290035012"
"G36002900035021","99","10","360290035021"
"G36002900035022","92","10","360290035022"
"G36002900036001","100","10","360290036001"
"G36002900036002","96","10","360290036002"
"G36002900036003","98","10","360290036003"
"G36002900036004","100","10","360290036004"
"G36002900037001","96","10","360290037001"
"G36002900037002","99","10","360290037002"
"G36002900037003","100","10","360290037003"
"G36002900037004","100","10","360290037004"
"G36002900038001","99","10","360290038001"
"G36002900038002","98","10","360290038002"
"G36002900038003","98","10","360290038003"
"G36002900039011","99","10","360290039011"
"G36002900040021","96","10","360290040021"
"G36002900040022","78","9","360290040022"
"G36002900040031","70","9","360290040031"
"G36002900040032","95","10","360290040032"
"G36002900040033","99","10","360290040033"
"G36002900041001","99","10","360290041001"
"G36002900041002","93","10","360290041002"
"G36002900041003","95","10","360290041003"
"G36002900041004","93","10","360290041004"
"G36002900042001","93","10","360290042001"
"G36002900042002","93","10","360290042002"
"G36002900042003","97","10","360290042003"
"G36002900042004","100","10","360290042004"
"G36002900042005","92","10","360290042005"
"G36002900043001","87","10","360290043001"
"G36002900043002","87","10","360290043002"
"G36002900043003","96","10","360290043003"
"G36002900043004","56","8","360290043004"
"G36002900043005","76","9","360290043005"
"G36002900043006","95","10","360290043006"
"G36002900043007","81","9","360290043007"
"G36002900044011","93","10","360290044011"
"G36002900044012","97","10","360290044012"
"G36002900044013","94","10","360290044013"
"G36002900044014","93","10","360290044014"
"G36002900044021","100","10","360290044021"
"G36002900044022","95","10","360290044022"
"G36002900045001","76","9","360290045001"
"G36002900045002","36","7","360290045002"
"G36002900045003","40","7","360290045003"
"G36002900045004","23","6","360290045004"
"G36002900045005","41","7","360290045005"
"G36002900045006","36","7","360290045006"
"G36002900046011","71","9","360290046011"
"G36002900046012","85","10","360290046012"
"G36002900046013","83","10","360290046013"
"G36002900046014","47","7","360290046014"
"G36002900047011","88","10","360290047011"
"G36002900047012","87","10","360290047012"
"G36002900047021","86","10","360290047021"
"G36002900047022","87","10","360290047022"
"G36002900047023","85","10","360290047023"
"G36002900048001","42","7","360290048001"
"G36002900048002","39","7","360290048002"
"G36002900048003","38","7","360290048003"
"G36002900049011","36","7","360290049011"
"G36002900049012","58","8","360290049012"
"G36002900049021","50","8","360290049021"
"G36002900049022","45","7","360290049022"
"G36002900049023","75","9","360290049023"
"G36002900050001","56","8","360290050001"
"G36002900050002","69","9","360290050002"
"G36002900050003","69","9","360290050003"
"G36002900051001","66","9","360290051001"
"G36002900051002","91","10","360290051002"
"G36002900051003","76","9","360290051003"
"G36002900051004","57","8","360290051004"
"G36002900052011","32","7","360290052011"
"G36002900052012","49","8","360290052012"
"G36002900052013","46","7","360290052013"
"G36002900052014","37","7","360290052014"
"G36002900052021","GQ","GQ","360290052021"
"G36002900052022","74","9","360290052022"
"G36002900053001","50","8","360290053001"
"G36002900053002","GQ","GQ","360290053002"
"G36002900054001","37","7","360290054001"
"G36002900054002","67","9","360290054002"
"G36002900054003","20","5","360290054003"
"G36002900054004","44","7","360290054004"
"G36002900055001","81","9","360290055001"
"G36002900055002","71","9","360290055002"
"G36002900055003","87","10","360290055003"
"G36002900055004","73","9","360290055004"
"G36002900056001","96","10","360290056001"
"G36002900056002","82","10","360290056002"
"G36002900056003","93","10","360290056003"
"G36002900056004","95","10","360290056004"
"G36002900056005","90","10","360290056005"
"G36002900057001","98","10","360290057001"
"G36002900057002","97","10","360290057002"
"G36002900057003","94","10","360290057003"
"G36002900058011","89","10","360290058011"
"G36002900058012","96","10","360290058012"
"G36002900058013","87","10","360290058013"
"G36002900058021","99","10","360290058021"
"G36002900058022","97","10","360290058022"
"G36002900058023","89","10","360290058023"
"G36002900058024","96","10","360290058024"
"G36002900059001","97","10","360290059001"
"G36002900059002","99","10","360290059002"
"G36002900059003","99","10","360290059003"
"G36002900059004","97","10","360290059004"
"G36002900059005","94","10","360290059005"
"G36002900061001","96","10","360290061001"
"G36002900061002","89","10","360290061002"
"G36002900061003","100","10","360290061003"
"G36002900061004","90","10","360290061004"
"G36002900061005","87","10","360290061005"
"G36002900063011","52","8","360290063011"
"G36002900063012","29","6","360290063012"
"G36002900063013","25","6","360290063013"
"G36002900063014","46","7","360290063014"
"G36002900063015","42","7","360290063015"
"G36002900063021","20","5","360290063021"
"G36002900063022","20","5","360290063022"
"G36002900063023","31","6","360290063023"
"G36002900065011","24","6","360290065011"
"G36002900065012","30","6","360290065012"
"G36002900065013","48","7","360290065013"
"G36002900065014","72","9","360290065014"
"G36002900066011","69","9","360290066011"
"G36002900066012","35","7","360290066012"
"G36002900066013","93","10","360290066013"
"G36002900066021","22","5","360290066021"
"G36002900066022","25","6","360290066022"
"G36002900066023","35","7","360290066023"
"G36002900067011","66","9","360290067011"
"G36002900067012","46","7","360290067012"
"G36002900067013","49","8","360290067013"
"G36002900067014","36","7","360290067014"
"G36002900067021","33","7","360290067021"
"G36002900067022","19","5","360290067022"
"G36002900067023","29","6","360290067023"
"G36002900067024","30","6","360290067024"
"G36002900068011","63","8","360290068011"
"G36002900068021","33","7","360290068021"
"G36002900068022","42","7","360290068022"
"G36002900068023","37","7","360290068023"
"G36002900069011","85","10","360290069011"
"G36002900069012","83","10","360290069012"
"G36002900069013","82","10","360290069013"
"G36002900069014","86","10","360290069014"
"G36002900069031","57","8","360290069031"
"G36002900069041","53","8","360290069041"
"G36002900069042","97","10","360290069042"
"G36002900069043","52","8","360290069043"
"G36002900070001","67","9","360290070001"
"G36002900070002","99","10","360290070002"
"G36002900070003","77","9","360290070003"
"G36002900071021","49","8","360290071021"
"G36002900071022","33","7","360290071022"
"G36002900071023","67","9","360290071023"
"G36002900071031","51","8","360290071031"
"G36002900071032","63","8","360290071032"
"G36002900071041","70","9","360290071041"
"G36002900071042","68","9","360290071042"
"G36002900071043","76","9","360290071043"
"G36002900071044","75","9","360290071044"
"G36002900072021","21","5","360290072021"
"G36002900073031","69","9","360290073031"
"G36002900073032","49","8","360290073032"
"G36002900073033","35","7","360290073033"
"G36002900073034","51","8","360290073034"
"G36002900073035","64","8","360290073035"
"G36002900073041","31","6","360290073041"
"G36002900073042","24","6","360290073042"
"G36002900073043","32","7","360290073043"
"G36002900073051","35","7","360290073051"
"G36002900073061","71","9","360290073061"
"G36002900073062","61","8","360290073062"
"G36002900073063","19","5","360290073063"
"G36002900073064","37","7","360290073064"
"G36002900073065","59","8","360290073065"
"G36002900076001","89","10","360290076001"
"G36002900076002","75","9","360290076002"
"G36002900076003","75","9","360290076003"
"G36002900077001","68","9","360290077001"
"G36002900077002","75","9","360290077002"
"G36002900077003","84","10","360290077003"
"G36002900077004","85","10","360290077004"
"G36002900077005","79","9","360290077005"
"G36002900078001","75","9","360290078001"
"G36002900078002","76","9","360290078002"
"G36002900078003","70","9","360290078003"
"G36002900078004","67","9","360290078004"
"G36002900079011","51","8","360290079011"
"G36002900079012","62","8","360290079012"
"G36002900079013","48","7","360290079013"
"G36002900079021","57","8","360290079021"
"G36002900079022","62","8","360290079022"
"G36002900079023","68","9","360290079023"
"G36002900079024","53","8","360290079024"
"G36002900079025","53","8","360290079025"
"G36002900079026","70","9","360290079026"
"G36002900079031","65","8","360290079031"
"G36002900079032","63","8","360290079032"
"G36002900079033","64","8","360290079033"
"G36002900079041","60","8","360290079041"
"G36002900079042","66","9","360290079042"
"G36002900079043","67","9","360290079043"
"G36002900079051","64","8","360290079051"
"G36002900079052","55","8","360290079052"
"G36002900079053","58","8","360290079053"
"G36002900079054","55","8","360290079054"
"G36002900080011","65","8","360290080011"
"G36002900080012","48","7","360290080012"
"G36002900080013","72","9","360290080013"
"G36002900080014","61","8","360290080014"
"G36002900080015","70","9","360290080015"
"G36002900080016","59","8","360290080016"
"G36002900080021","68","9","360290080021"
"G36002900080022","80","9","360290080022"
"G36002900080023","72","9","360290080023"
"G36002900080024","63","8","360290080024"
"G36002900080025","46","7","360290080025"
"G36002900080026","49","8","360290080026"
"G36002900080031","79","9","360290080031"
"G36002900080032","80","9","360290080032"
"G36002900080033","81","9","360290080033"
"G36002900080034","67","9","360290080034"
"G36002900080035","71","9","360290080035"
"G36002900081011","71","9","360290081011"
"G36002900081012","63","8","360290081012"
"G36002900081013","65","8","360290081013"
"G36002900081014","63","8","360290081014"
"G36002900081015","72","9","360290081015"
"G36002900081021","58","8","360290081021"
"G36002900081022","70","9","360290081022"
"G36002900081023","24","6","360290081023"
"G36002900081024","41","7","360290081024"
"G36002900081025","62","8","360290081025"
"G36002900082011","66","9","360290082011"
"G36002900082012","69","9","360290082012"
"G36002900082013","76","9","360290082013"
"G36002900082021","72","9","360290082021"
"G36002900082022","71","9","360290082022"
"G36002900082023","74","9","360290082023"
"G36002900082024","79","9","360290082024"
"G36002900082025","88","10","360290082025"
"G36002900083001","97","10","360290083001"
"G36002900083002","97","10","360290083002"
"G36002900083003","87","10","360290083003"
"G36002900084001","86","10","360290084001"
"G36002900084002","74","9","360290084002"
"G36002900085001","70","9","360290085001"
"G36002900085002","61","8","360290085002"
"G36002900086001","42","7","360290086001"
"G36002900086002","53","8","360290086002"
"G36002900086003","69","9","360290086003"
"G36002900086004","52","8","360290086004"
"G36002900086005","51","8","360290086005"
"G36002900087001","72","9","360290087001"
"G36002900087002","66","9","360290087002"
"G36002900087003","60","8","360290087003"
"G36002900087004","66","9","360290087004"
"G36002900087005","71","9","360290087005"
"G36002900088001","70","9","360290088001"
"G36002900088002","66","9","360290088002"
"G36002900088003","82","10","360290088003"
"G36002900089001","45","7","360290089001"
"G36002900089002","49","8","360290089002"
"G36002900089003","41","7","360290089003"
"G36002900089004","49","8","360290089004"
"G36002900089005","50","8","360290089005"
"G36002900090041","56","8","360290090041"
"G36002900090042","31","6","360290090042"
"G36002900090071","19","5","360290090071"
"G36002900090072","16","4","360290090072"
"G36002900090073","30","6","360290090073"
"G36002900090074","18","5","360290090074"
"G36002900090081","66","9","360290090081"
"G36002900090082","36","7","360290090082"
"G36002900090083","25","6","360290090083"
"G36002900090084","25","6","360290090084"
"G36002900090091","34","7","360290090091"
"G36002900090092","10","3","360290090092"
"G36002900090093","44","7","360290090093"
"G36002900090101","28","6","360290090101"
"G36002900090102","20","5","360290090102"
"G36002900090103","21","5","360290090103"
"G36002900090104","26","6","360290090104"
"G36002900090111","34","7","360290090111"
"G36002900090112","34","7","360290090112"
"G36002900090121","29","6","360290090121"
"G36002900090122","50","8","360290090122"
"G36002900090123","52","8","360290090123"
"G36002900091041","30","6","360290091041"
"G36002900091042","31","6","360290091042"
"G36002900091043","37","7","360290091043"
"G36002900091061","44","7","360290091061"
"G36002900091062","52","8","360290091062"
"G36002900091071","61","8","360290091071"
"G36002900091072","61","8","360290091072"
"G36002900091073","49","8","360290091073"
"G36002900091074","35","7","360290091074"
"G36002900091091","54","8","360290091091"
"G36002900091092","62","8","360290091092"
"G36002900091101","GQ-PH","GQ-PH","360290091101"
"G36002900091121","71","9","360290091121"
"G36002900091122","GQ","GQ","360290091122"
"G36002900091131","36","7","360290091131"
"G36002900091132","27","6","360290091132"
"G36002900091133","29","6","360290091133"
"G36002900091141","34","7","360290091141"
"G36002900091142","64","8","360290091142"
"G36002900091143","39","7","360290091143"
"G36002900091151","84","10","360290091151"
"G36002900091152","90","10","360290091152"
"G36002900091153","91","10","360290091153"
"G36002900091161","60","8","360290091161"
"G36002900091162","47","7","360290091162"
"G36002900091163","46","7","360290091163"
"G36002900091164","46","7","360290091164"
"G36002900092001","57","8","360290092001"
"G36002900092002","74","9","360290092002"
"G36002900092003","85","10","360290092003"
"G36002900092004","73","9","360290092004"
"G36002900093011","73","9","360290093011"
"G36002900093012","84","10","360290093012"
"G36002900093013","89","10","360290093013"
"G36002900093014","62","8","360290093014"
"G36002900093015","81","9","360290093015"
"G36002900093021","75","9","360290093021"
"G36002900093022","65","8","360290093022"
"G36002900093023","61","8","360290093023"
"G36002900094011","69","9","360290094011"
"G36002900094012","34","7","360290094012"
"G36002900094013","48","7","360290094013"
"G36002900094014","62","8","360290094014"
"G36002900094015","44","7","360290094015"
"G36002900094021","48","7","360290094021"
"G36002900094022","48","7","360290094022"
"G36002900094023","28","6","360290094023"
"G36002900094024","48","7","360290094024"
"G36002900095011","34","7","360290095011"
"G36002900095012","49","8","360290095012"
"G36002900095013","41","7","360290095013"
"G36002900095014","17","5","360290095014"
"G36002900095031","40","7","360290095031"
"G36002900095032","58","8","360290095032"
"G36002900095041","57","8","360290095041"
"G36002900095042","53","8","360290095042"
"G36002900095043","54","8","360290095043"
"G36002900096011","51","8","360290096011"
"G36002900096021","37","7","360290096021"
"G36002900096022","23","6","360290096022"
"G36002900096023","30","6","360290096023"
"G36002900096024","66","9","360290096024"
"G36002900097011","77","9","360290097011"
"G36002900097012","68","9","360290097012"
"G36002900097021","73","9","360290097021"
"G36002900097022","70","9","360290097022"
"G36002900097023","72","9","360290097023"
"G36002900097024","72","9","360290097024"
"G36002900098001","77","9","360290098001"
"G36002900098002","61","8","360290098002"
"G36002900099001","85","10","360290099001"
"G36002900099002","87","10","360290099002"
"G36002900099003","82","10","360290099003"
"G36002900100011","79","9","360290100011"
"G36002900100012","76","9","360290100012"
"G36002900100021","76","9","360290100021"
"G36002900100022","71","9","360290100022"
"G36002900100023","99","10","360290100023"
"G36002900100031","83","10","360290100031"
"G36002900100032","67","9","360290100032"
"G36002900100033","75","9","360290100033"
"G36002900101011","67","9","360290101011"
"G36002900101012","82","10","360290101012"
"G36002900101013","68","9","360290101013"
"G36002900101014","79","9","360290101014"
"G36002900101021","82","10","360290101021"
"G36002900101022","87","10","360290101022"
"G36002900101023","92","10","360290101023"
"G36002900101031","74","9","360290101031"
"G36002900101032","64","8","360290101032"
"G36002900101033","82","10","360290101033"
"G36002900102011","68","9","360290102011"
"G36002900102012","76","9","360290102012"
"G36002900102013","66","9","360290102013"
"G36002900102021","89","10","360290102021"
"G36002900102022","GQ","GQ","360290102022"
"G36002900102023","78","9","360290102023"
"G36002900103001","91","10","360290103001"
"G36002900103002","75","9","360290103002"
"G36002900104001","86","10","360290104001"
"G36002900104002","88","10","360290104002"
"G36002900105001","75","9","360290105001"
"G36002900105002","82","10","360290105002"
"G36002900105003","82","10","360290105003"
"G36002900106001","83","10","360290106001"
"G36002900106002","80","9","360290106002"
"G36002900107001","78","9","360290107001"
"G36002900107002","65","8","360290107002"
"G36002900107003","83","10","360290107003"
"G36002900108031","64","8","360290108031"
"G36002900108032","73","9","360290108032"
"G36002900108041","59","8","360290108041"
"G36002900108042","47","7","360290108042"
"G36002900108043","65","8","360290108043"
"G36002900108051","65","8","360290108051"
"G36002900108052","70","9","360290108052"
"G36002900108053","61","8","360290108053"
"G36002900108071","69","9","360290108071"
"G36002900108072","77","9","360290108072"
"G36002900108073","63","8","360290108073"
"G36002900108074","73","9","360290108074"
"G36002900108081","81","9","360290108081"
"G36002900108082","75","9","360290108082"
"G36002900108083","66","9","360290108083"
"G36002900108091","59","8","360290108091"
"G36002900108092","53","8","360290108092"
"G36002900109011","76","9","360290109011"
"G36002900109012","76","9","360290109012"
"G36002900109013","73","9","360290109013"
"G36002900109021","67","9","360290109021"
"G36002900109022","82","10","360290109022"
"G36002900109023","73","9","360290109023"
"G36002900109024","79","9","360290109024"
"G36002900110001","84","10","360290110001"
"G36002900110002","81","9","360290110002"
"G36002900111001","81","9","360290111001"
"G36002900111002","80","9","360290111002"
"G36002900112011","38","7","360290112011"
"G36002900112021","48","7","360290112021"
"G36002900112022","62","8","360290112022"
"G36002900112023","48","7","360290112023"
"G36002900112024","99","10","360290112024"
"G36002900113001","77","9","360290113001"
"G36002900113002","64","8","360290113002"
"G36002900113003","89","10","360290113003"
"G36002900113004","91","10","360290113004"
"G36002900114001","75","9","360290114001"
"G36002900114002","86","10","360290114002"
"G36002900115001","83","10","360290115001"
"G36002900115002","85","10","360290115002"
"G36002900116001","75","9","360290116001"
"G36002900116002","63","8","360290116002"
"G36002900117001","86","10","360290117001"
"G36002900117002","54","8","360290117002"
"G36002900117003","68","9","360290117003"
"G36002900118001","68","9","360290118001"
"G36002900118002","60","8","360290118002"
"G36002900118003","57","8","360290118003"
"G36002900120011","68","9","360290120011"
"G36002900120012","60","8","360290120012"
"G36002900120013","52","8","360290120013"
"G36002900120021","58","8","360290120021"
"G36002900120022","40","7","360290120022"
"G36002900120023","52","8","360290120023"
"G36002900120031","61","8","360290120031"
"G36002900120032","46","7","360290120032"
"G36002900120033","44","7","360290120033"
"G36002900123001","82","10","360290123001"
"G36002900123002","92","10","360290123002"
"G36002900123003","97","10","360290123003"
"G36002900123004","95","10","360290123004"
"G36002900124001","92","10","360290124001"
"G36002900124002","96","10","360290124002"
"G36002900125011","77","9","360290125011"
"G36002900125012","74","9","360290125012"
"G36002900125013","78","9","360290125013"
"G36002900125014","72","9","360290125014"
"G36002900125015","81","9","360290125015"
"G36002900125021","77","9","360290125021"
"G36002900125022","69","9","360290125022"
"G36002900128001","79","9","360290128001"
"G36002900128002","81","9","360290128002"
"G36002900128003","77","9","360290128003"
"G36002900129021","43","7","360290129021"
"G36002900129022","59","8","360290129022"
"G36002900129023","GQ","GQ","360290129023"
"G36002900129031","62","8","360290129031"
"G36002900129032","56","8","360290129032"
"G36002900129041","63","8","360290129041"
"G36002900129042","56","8","360290129042"
"G36002900129043","78","9","360290129043"
"G36002900130011","75","9","360290130011"
"G36002900130012","72","9","360290130012"
"G36002900130013","90","10","360290130013"
"G36002900130014","71","9","360290130014"
"G36002900130021","61","8","360290130021"
"G36002900130022","57","8","360290130022"
"G36002900130023","41","7","360290130023"
"G36002900130024","100","10","360290130024"
"G36002900131011","43","7","360290131011"
"G36002900131012","69","9","360290131012"
"G36002900131013","52","8","360290131013"
"G36002900131014","70","9","360290131014"
"G36002900131015","59","8","360290131015"
"G36002900131016","71","9","360290131016"
"G36002900131031","50","8","360290131031"
"G36002900131032","35","7","360290131032"
"G36002900131041","39","7","360290131041"
"G36002900131042","74","9","360290131042"
"G36002900131043","37","7","360290131043"
"G36002900132011","72","9","360290132011"
"G36002900132012","72","9","360290132012"
"G36002900132013","28","6","360290132013"
"G36002900132014","29","6","360290132014"
"G36002900132021","46","7","360290132021"
"G36002900132022","30","6","360290132022"
"G36002900132023","37","7","360290132023"
"G36002900133001","56","8","360290133001"
"G36002900133002","58","8","360290133002"
"G36002900133003","49","8","360290133003"
"G36002900134001","45","7","360290134001"
"G36002900134002","48","7","360290134002"
"G36002900134003","48","7","360290134003"
"G36002900134004","30","6","360290134004"
"G36002900134005","51","8","360290134005"
"G36002900134006","47","7","360290134006"
"G36002900135011","42","7","360290135011"
"G36002900135012","31","6","360290135012"
"G36002900135013","29","6","360290135013"
"G36002900135014","60","8","360290135014"
"G36002900135015","41","7","360290135015"
"G36002900135021","16","4","360290135021"
"G36002900135022","19","5","360290135022"
"G36002900135023","24","6","360290135023"
"G36002900135024","28","6","360290135024"
"G36002900136001","32","7","360290136001"
"G36002900136002","38","7","360290136002"
"G36002900136003","45","7","360290136003"
"G36002900137011","67","9","360290137011"
"G36002900137012","71","9","360290137012"
"G36002900137013","54","8","360290137013"
"G36002900137014","44","7","360290137014"
"G36002900137021","22","5","360290137021"
"G36002900137022","55","8","360290137022"
"G36002900137023","46","7","360290137023"
"G36002900138011","47","7","360290138011"
"G36002900138012","41","7","360290138012"
"G36002900138021","43","7","360290138021"
"G36002900138022","40","7","360290138022"
"G36002900138023","35","7","360290138023"
"G36002900138024","26","6","360290138024"
"G36002900138025","37","7","360290138025"
"G36002900139001","41","7","360290139001"
"G36002900140001","33","7","360290140001"
"G36002900140002","47","7","360290140002"
"G36002900141011","41","7","360290141011"
"G36002900141012","41","7","360290141012"
"G36002900141013","44","7","360290141013"
"G36002900141021","47","7","360290141021"
"G36002900141022","21","5","360290141022"
"G36002900141023","50","8","360290141023"
"G36002900142041","41","7","360290142041"
"G36002900142042","60","8","360290142042"
"G36002900142043","44","7","360290142043"
"G36002900142061","28","6","360290142061"
"G36002900142062","35","7","360290142062"
"G36002900142063","32","7","360290142063"
"G36002900142064","14","4","360290142064"
"G36002900142071","53","8","360290142071"
"G36002900142072","32","7","360290142072"
"G36002900142073","55","8","360290142073"
"G36002900142074","41","7","360290142074"
"G36002900142081","52","8","360290142081"
"G36002900142082","36","7","360290142082"
"G36002900142083","28","6","360290142083"
"G36002900142091","59","8","360290142091"
"G36002900142092","48","7","360290142092"
