"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G17008100505003","78","8","170810505003"
"G17008100506001","78","8","170810506001"
"G17008100506002","63","6","170810506002"
"G17008100506003","88","9","170810506003"
"G17008100507001","61","6","170810507001"
"G17008100507002","87","9","170810507002"
"G17008100507003","86","9","170810507003"
"G17008100507004","81","8","170810507004"
"G17008100508001","67","7","170810508001"
"G17008100508002","92","10","170810508002"
"G17008100508003","60","6","170810508003"
"G17008100509001","100","10","170810509001"
"G17008100509002","100","10","170810509002"
"G17008100509003","85","9","170810509003"
"G17008100510001","94","10","170810510001"
"G17008100510002","99","10","170810510002"
"G17008100511001","98","10","170810511001"
"G17008100511002","92","10","170810511002"
"G17008300101001","71","7","170830101001"
"G17008300101002","64","6","170830101002"
"G17008300101003","95","10","170830101003"
"G17008300101004","57","6","170830101004"
"G17008300102001","53","5","170830102001"
"G17008300102002","61","6","170830102002"
"G17008300103001","72","7","170830103001"
"G17008300103002","42","4","170830103002"
"G17008300103003","48","5","170830103003"
"G17008300104011","86","9","170830104011"
"G17008300104012","68","7","170830104012"
"G17008300104013","55","5","170830104013"
"G17008300104014","83","9","170830104014"
"G17008300104015","67","7","170830104015"
"G17008300104016","31","3","170830104016"
"G17008300104021","57","6","170830104021"
"G17008300104022","74","7","170830104022"
"G17008300105001","53","5","170830105001"
"G17008500201011","47","4","170850201011"
"G17008500201012","51","5","170850201012"
"G17008500201013","29","2","170850201013"
"G17008500201021","88","9","170850201021"
"G17008500201022","71","7","170850201022"
"G17008500201023","86","9","170850201023"
"G17008500202001","74","7","170850202001"
"G17008500202002","77","8","170850202002"
"G17008500202003","76","8","170850202003"
"G17008500202004","36","3","170850202004"
"G17008500202005","39","4","170850202005"
"G17008500203001","82","8","170850203001"
"G17008500203002","62","6","170850203002"
"G17008500203003","62","6","170850203003"
"G17008500203004","46","4","170850203004"
"G17008500203005","39","4","170850203005"
"G17008500204011","29","2","170850204011"
"G17008500204012","31","3","170850204012"
"G17008500204013","36","3","170850204013"
"G17008500204021","65","7","170850204021"
"G17008500204022","80","8","170850204022"
"G17008500204023","81","8","170850204023"
"G17008500204024","90","9","170850204024"
"G17008500205001","68","7","170850205001"
"G17008500205002","42","4","170850205002"
"G17008500205003","86","9","170850205003"
"G17008500205004","93","10","170850205004"
"G17008709776001","59","6","170879776001"
"G17008709776002","57","6","170879776002"
"G17008709776003","71","7","170879776003"
"G17008709776004","75","8","170879776004"
"G17008709777001","69","7","170879777001"
"G17008709777002","79","8","170879777002"
"G17008709777003","81","8","170879777003"
"G17008709778001","93","10","170879778001"
"G17008709778002","90","9","170879778002"
"G17008709778003","92","10","170879778003"
"G17008709800001","GQ-PH","GQ-PH","170879800001"
"G17008908501011","63","6","170898501011"
"G17008908501012","72","7","170898501012"
"G17008908501013","66","7","170898501013"
"G17008908501014","31","3","170898501014"
"G17008908501031","31","3","170898501031"
"G17008908501032","24","2","170898501032"
"G17008908501033","30","3","170898501033"
"G17008908501051","39","4","170898501051"
"G17008908501052","35","3","170898501052"
"G17008908501053","27","2","170898501053"
"G17008908501054","26","2","170898501054"
"G17008908501061","48","5","170898501061"
"G17008908501062","56","6","170898501062"
"G17008908501063","45","4","170898501063"
"G17008908501064","19","2","170898501064"
"G17008908501065","21","2","170898501065"
"G17008908502011","53","5","170898502011"
"G17008908502012","62","6","170898502012"
"G17008908502021","70","7","170898502021"
"G17008908502022","62","6","170898502022"
"G17008908502023","52","5","170898502023"
"G17008908503011","80","8","170898503011"
"G17008908503012","61","6","170898503012"
"G17008908503013","41","4","170898503013"
"G17008908503014","53","5","170898503014"
"G17008908503021","62","6","170898503021"
"G17008908503022","53","5","170898503022"
"G17008908504001","50","5","170898504001"
"G17008908504002","48","5","170898504002"
"G17008908505001","33","3","170898505001"
"G17008908505002","44","4","170898505002"
"G17008908505003","49","5","170898505003"
"G17008908505004","40","4","170898505004"
"G17008908506001","31","3","170898506001"
"G17008908506002","20","2","170898506002"
"G17008908506003","53","5","170898506003"
"G17008908507031","21","2","170898507031"
"G17008908507032","41","4","170898507032"
"G17008908507041","39","4","170898507041"
"G17008908507042","42","4","170898507042"
"G17008908507043","56","6","170898507043"
"G17008908507044","56","6","170898507044"
"G17008908507051","32","3","170898507051"
"G17008908507052","51","5","170898507052"
"G17008908507053","32","3","170898507053"
"G17008908507061","39","4","170898507061"
"G17008908507071","35","3","170898507071"
"G17008908507072","24","2","170898507072"
"G17008908507081","50","5","170898507081"
"G17008908507082","31","3","170898507082"
"G17008908507091","22","2","170898507091"
"G17008908507101","39","4","170898507101"
"G17008908507102","37","3","170898507102"
"G17008908507111","20","2","170898507111"
"G17008908507112","13","1","170898507112"
"G17008908508001","46","4","170898508001"
"G17008908508002","52","5","170898508002"
"G17008908508003","77","8","170898508003"
"G17008908508004","55","5","170898508004"
"G17008908508005","55","5","170898508005"
"G17008908508006","53","5","170898508006"
"G17008908510001","48","5","170898510001"
"G17008908510002","75","8","170898510002"
"G17008908510003","88","9","170898510003"
"G17008908511011","56","6","170898511011"
"G17008908511012","63","6","170898511012"
"G17008908511013","66","7","170898511013"
"G17008908511014","53","5","170898511014"
"G17008908511021","51","5","170898511021"
"G17008908511022","50","5","170898511022"
"G17008908511023","53","5","170898511023"
"G17008908513011","73","7","170898513011"
"G17008908513012","69","7","170898513012"
"G17008908513013","74","7","170898513013"
"G17008908513021","61","6","170898513021"
"G17008908513022","69","7","170898513022"
"G17008908514001","72","7","170898514001"
"G17008908514002","60","6","170898514002"
"G17008908514003","64","6","170898514003"
"G17008908514004","46","4","170898514004"
"G17008908514005","68","7","170898514005"
"G17008908514006","78","8","170898514006"
"G17008908515001","62","6","170898515001"
"G17008908516001","84","9","170898516001"
"G17008908516002","61","6","170898516002"
"G17008908516003","62","6","170898516003"
"G17008908516004","67","7","170898516004"
"G17008908516005","50","5","170898516005"
"G17008908518011","37","3","170898518011"
"G17008908518012","55","5","170898518012"
"G17008908518013","46","4","170898518013"
"G17008908518014","51","5","170898518014"
"G17008908519041","54","5","170898519041"
"G17008908519042","49","5","170898519042"
"G17008908519043","44","4","170898519043"
"G17008908519044","29","2","170898519044"
"G17008908519071","49","5","170898519071"
"G17008908519072","48","5","170898519072"
"G17008908519073","43","4","170898519073"
"G17008908519074","32","3","170898519074"
"G17008908519075","31","3","170898519075"
"G17008908519081","61","6","170898519081"
"G17008908519082","63","6","170898519082"
"G17008908519083","49","5","170898519083"
"G17008908519091","50","5","170898519091"
"G17008908519092","68","7","170898519092"
"G17008908519093","40","4","170898519093"
"G17008908519101","53","5","170898519101"
"G17008908519102","33","3","170898519102"
"G17008908519103","42","4","170898519103"
"G17008908519111","19","2","170898519111"
"G17008908519112","31","3","170898519112"
"G17008908519121","37","3","170898519121"
"G17008908519122","34","3","170898519122"
"G17008908519131","34","3","170898519131"
"G17008908519132","27","2","170898519132"
"G17008908519133","28","2","170898519133"
"G17008908520011","56","6","170898520011"
"G17008908520012","7","1","170898520012"
"G17008908520013","48","5","170898520013"
"G17008908520014","35","3","170898520014"
"G17008908520021","40","4","170898520021"
"G17008908520022","42","4","170898520022"
"G17008908520023","32","3","170898520023"
"G17008908520024","38","3","170898520024"
"G17008908520041","7","1","170898520041"
"G17008908520042","16","1","170898520042"
"G17008908520051","11","1","170898520051"
"G17008908520052","23","2","170898520052"
"G17008908521011","13","1","170898521011"
"G17008908521012","7","1","170898521012"
"G17008908521013","11","1","170898521013"
"G17008908521014","20","2","170898521014"
"G17008908521015","12","1","170898521015"
"G17008908521031","16","1","170898521031"
"G17008908521032","11","1","170898521032"
"G17008908521033","22","2","170898521033"
"G17008908521034","13","1","170898521034"
"G17008908521035","11","1","170898521035"
"G17008908521041","23","2","170898521041"
"G17008908521042","27","2","170898521042"
"G17008908522011","41","4","170898522011"
"G17008908522012","34","3","170898522012"
"G17008908522013","41","4","170898522013"
"G17008908522014","31","3","170898522014"
"G17008908522031","37","3","170898522031"
"G17008908522032","47","4","170898522032"
"G17008908522033","30","3","170898522033"
"G17008908522041","22","2","170898522041"
"G17008908522042","21","2","170898522042"
"G17008908523001","40","4","170898523001"
"G17008908523002","39","4","170898523002"
"G17008908524031","29","2","170898524031"
"G17008908524032","52","5","170898524032"
"G17008908524033","36","3","170898524033"
"G17008908524034","41","4","170898524034"
"G17008908524035","37","3","170898524035"
"G17008908524041","5","1","170898524041"
"G17008908524042","14","1","170898524042"
"G17008908524051","25","2","170898524051"
"G17008908524052","28","2","170898524052"
"G17008908524061","22","2","170898524061"
"G17008908524062","14","1","170898524062"
"G17008908524071","9","1","170898524071"
"G17008908524072","8","1","170898524072"
"G17008908524073","9","1","170898524073"
"G17008908524081","23","2","170898524081"
"G17008908524082","31","3","170898524082"
"G17008908525001","26","2","170898525001"
"G17008908525002","42","4","170898525002"
"G17008908525003","51","5","170898525003"
"G17008908525004","37","3","170898525004"
"G17008908525005","35","3","170898525005"
"G17008908526061","20","2","170898526061"
"G17008908526062","12","1","170898526062"
"G17008908526071","23","2","170898526071"
"G17008908526072","22","2","170898526072"
"G17008908526081","29","2","170898526081"
"G17008908526082","14","1","170898526082"
"G17008908526083","36","3","170898526083"
"G17008908527001","39","4","170898527001"
"G17008908527002","42","4","170898527002"
"G17008908527003","34","3","170898527003"
"G17008908527004","49","5","170898527004"
"G17008908527005","41","4","170898527005"
"G17008908527006","27","2","170898527006"
"G17008908528031","26","2","170898528031"
"G17008908528032","49","5","170898528032"
"G17008908528051","26","2","170898528051"
"G17008908528052","54","5","170898528052"
"G17008908528053","43","4","170898528053"
"G17008908528061","37","3","170898528061"
"G17008908528062","19","2","170898528062"
"G17008908528063","18","1","170898528063"
"G17008908528064","28","2","170898528064"
"G17008908528071","8","1","170898528071"
"G17008908528072","25","2","170898528072"
"G17008908528073","18","1","170898528073"
"G17008908528081","32","3","170898528081"
"G17008908528082","20","2","170898528082"
"G17008908528083","36","3","170898528083"
"G17008908528084","41","4","170898528084"
"G17008908529031","32","3","170898529031"
"G17008908529032","88","9","170898529032"
"G17008908529033","25","2","170898529033"
"G17008908529034","45","4","170898529034"
"G17008908529041","76","8","170898529041"
"G17008908529042","68","7","170898529042"
"G17008908529051","76","8","170898529051"
"G17008908529052","70","7","170898529052"
"G17008908529053","73","7","170898529053"
"G17008908529061","49","5","170898529061"
"G17008908529062","38","3","170898529062"
"G17008908529063","47","4","170898529063"
"G17008908529071","69","7","170898529071"
"G17008908529072","66","7","170898529072"
"G17008908529073","84","9","170898529073"
"G17008908529074","61","6","170898529074"
"G17008908530011","60","6","170898530011"
"G17008908530012","50","5","170898530012"
"G17008908530041","51","5","170898530041"
"G17008908530042","60","6","170898530042"
"G17008908530043","53","5","170898530043"
"G17008908530051","46","4","170898530051"
"G17008908530052","71","7","170898530052"
"G17008908530053","66","7","170898530053"
"G17008908530061","47","4","170898530061"
"G17008908530062","75","8","170898530062"
"G17008908530063","54","5","170898530063"
"G17008908530071","48","5","170898530071"
"G17008908530072","64","6","170898530072"
"G17008908530073","62","6","170898530073"
"G17008908530081","73","7","170898530081"
"G17008908530082","63","6","170898530082"
"G17008908530083","42","4","170898530083"
"G17008908531001","64","6","170898531001"
"G17008908531002","75","8","170898531002"
"G17008908532001","74","7","170898532001"
"G17008908532002","75","8","170898532002"
"G17008908532003","68","7","170898532003"
"G17008908533001","66","7","170898533001"
"G17008908533002","79","8","170898533002"
"G17008908533003","73","7","170898533003"
"G17008908534011","77","8","170898534011"
"G17008908534012","71","7","170898534012"
"G17008908534021","70","7","170898534021"
"G17008908534022","83","9","170898534022"
"G17008908534023","55","5","170898534023"
"G17008908534024","63","6","170898534024"
"G17008908535001","69","7","170898535001"
"G17008908535002","64","6","170898535002"
"G17008908535003","62","6","170898535003"
"G17008908535004","60","6","170898535004"
"G17008908536011","78","8","170898536011"
"G17008908536012","75","8","170898536012"
"G17008908536021","85","9","170898536021"
"G17008908536022","79","8","170898536022"
"G17008908539001","67","7","170898539001"
"G17008908539002","47","4","170898539002"
"G17008908539003","51","5","170898539003"
"G17008908539004","32","3","170898539004"
"G17008908539005","49","5","170898539005"
"G17008908540011","35","3","170898540011"
"G17008908540012","45","4","170898540012"
"G17008908540013","59","6","170898540013"
"G17008908540021","73","7","170898540021"
"G17008908540022","56","6","170898540022"
"G17008908540023","64","6","170898540023"
"G17008908540024","49","5","170898540024"
"G17008908540025","43","4","170898540025"
"G17008908541001","71","7","170898541001"
"G17008908541002","75","8","170898541002"
"G17008908541003","66","7","170898541003"
"G17008908541004","63","6","170898541004"
"G17008908542001","74","7","170898542001"
"G17008908542002","83","9","170898542002"
"G17008908542003","81","8","170898542003"
"G17008908542004","56","6","170898542004"
"G17008908543011","71","7","170898543011"
"G17008908543012","72","7","170898543012"
"G17008908543013","67","7","170898543013"
"G17008908543014","66","7","170898543014"
"G17008908543015","69","7","170898543015"
"G17008908543021","74","7","170898543021"
"G17008908543022","60","6","170898543022"
"G17008908543023","63","6","170898543023"
"G17008908544011","66","7","170898544011"
"G17008908544012","65","7","170898544012"
"G17008908544021","57","6","170898544021"
"G17008908544022","53","5","170898544022"
"G17008908544031","51","5","170898544031"
"G17008908544032","83","9","170898544032"
"G17008908544033","49","5","170898544033"
"G17008908545041","25","2","170898545041"
"G17008908545042","20","2","170898545042"
"G17008908545043","35","3","170898545043"
"G17008908545044","31","3","170898545044"
"G17008908545045","21","2","170898545045"
"G17008908545051","12","1","170898545051"
"G17008908545052","15","1","170898545052"
"G17008908545053","18","1","170898545053"
"G17008908545054","11","1","170898545054"
"G17008908545055","17","1","170898545055"
"G17008908545061","27","2","170898545061"
"G17008908545062","21","2","170898545062"
"G17008908545071","38","3","170898545071"
"G17008908545072","19","2","170898545072"
"G17008908545081","32","3","170898545081"
"G17008908545082","31","3","170898545082"
"G17008908545083","40","4","170898545083"
"G17008908545091","29","2","170898545091"
"G17008908545092","35","3","170898545092"
"G17008908545093","27","2","170898545093"
"G17008908546001","60","6","170898546001"
"G17008908546002","56","6","170898546002"
"G17008908546003","73","7","170898546003"
"G17008908547001","73","7","170898547001"
"G17008908547002","64","6","170898547002"
"G17008908548001","19","2","170898548001"
"G17008908548002","22","2","170898548002"
"G17008908548003","15","1","170898548003"
"G17008908548004","21","2","170898548004"
"G17008908549001","52","5","170898549001"
"G17008908549002","59","6","170898549002"
"G17008908549003","49","5","170898549003"
"G17009100101001","63","6","170910101001"
"G17009100101002","37","3","170910101002"
"G17009100102011","41","4","170910102011"
"G17009100102031","75","8","170910102031"
"G17009100102032","34","3","170910102032"
"G17009100102033","94","10","170910102033"
"G17009100102041","96","10","170910102041"
"G17009100102042","63","6","170910102042"
"G17009100102043","39","4","170910102043"
"G17009100102044","68","7","170910102044"
"G17009100103001","56","6","170910103001"
"G17009100103002","48","5","170910103002"
"G17009100103003","65","7","170910103003"
"G17009100104001","37","3","170910104001"
"G17009100104002","62","6","170910104002"
"G17009100104003","32","3","170910104003"
"G17009100105001","54","5","170910105001"
"G17009100105002","41","4","170910105002"
"G17009100105003","39","4","170910105003"
"G17009100106011","32","3","170910106011"
"G17009100106012","52","5","170910106012"
"G17009100106013","36","3","170910106013"
"G17009100106021","96","10","170910106021"
"G17009100106022","55","5","170910106022"
"G17009100106023","58","6","170910106023"
"G17009100107011","67","7","170910107011"
"G17009100107012","35","3","170910107012"
"G17009100107013","37","3","170910107013"
"G17009100107021","77","8","170910107021"
"G17009100107022","54","5","170910107022"
"G17009100107023","82","8","170910107023"
"G17009100107024","90","9","170910107024"
"G17009100108001","77","8","170910108001"
"G17009100108002","55","5","170910108002"
"G17009100108003","75","8","170910108003"
"G17009100108004","72","7","170910108004"
"G17009100109001","39","4","170910109001"
"G17009100109002","86","9","170910109002"
"G17009100109003","76","8","170910109003"
"G17009100109004","82","8","170910109004"
"G17009100110001","97","10","170910110001"
"G17009100110002","95","10","170910110002"
"G17009100110003","76","8","170910110003"
"G17009100111001","65","7","170910111001"
"G17009100111002","76","8","170910111002"
"G17009100112001","64","6","170910112001"
"G17009100112002","48","5","170910112002"
"G17009100113001","61","6","170910113001"
"G17009100113002","73","7","170910113002"
"G17009100113003","84","9","170910113003"
"G17009100114001","93","10","170910114001"
"G17009100114002","88","9","170910114002"
"G17009100115001","95","10","170910115001"
"G17009100115002","99","10","170910115002"
"G17009100116001","96","10","170910116001"
"G17009100116002","95","10","170910116002"
"G17009100117001","91","10","170910117001"
"G17009100117002","97","10","170910117002"
"G17009100117003","90","9","170910117003"
"G17009100118001","78","8","170910118001"
"G17009100118002","77","8","170910118002"
"G17009100119001","82","8","170910119001"
"G17009100120001","56","6","170910120001"
"G17009100120002","GQ","GQ","170910120002"
"G17009100120003","72","7","170910120003"
"G17009100121001","74","7","170910121001"
"G17009100121002","90","9","170910121002"
"G17009100121003","77","8","170910121003"
"G17009100122001","57","6","170910122001"
"G17009100122002","85","9","170910122002"
"G17009100122003","79","8","170910122003"
"G17009100123001","98","10","170910123001"
"G17009100123002","88","9","170910123002"
"G17009100123003","96","10","170910123003"
"G17009100123004","93","10","170910123004"
"G17009100124001","76","8","170910124001"
"G17009100124002","81","8","170910124002"
"G17009100124003","89","9","170910124003"
"G17009100125001","GQ","GQ","170910125001"
"G17009100125002","79","8","170910125002"
"G17009100126001","61","6","170910126001"
"G17009100126002","42","4","170910126002"
"G17009100126003","63","6","170910126003"
"G17009100126004","59","6","170910126004"
"G17009100126005","67","7","170910126005"
"G17009308901031","63","6","170938901031"
"G17009308901032","30","3","170938901032"
"G17009308901041","38","3","170938901041"
"G17009308901042","47","4","170938901042"
"G17009308901043","37","3","170938901043"
"G17009308901051","21","2","170938901051"
"G17009308901052","40","4","170938901052"
"G17009308901053","50","5","170938901053"
"G17009308901061","58","6","170938901061"
"G17009308901062","44","4","170938901062"
"G17009308901063","36","3","170938901063"
"G17009308901064","28","2","170938901064"
"G17009308901071","42","4","170938901071"
"G17009308901072","21","2","170938901072"
"G17009308901081","21","2","170938901081"
"G17009308901082","24","2","170938901082"
"G17009308901083","28","2","170938901083"
"G17009308902011","48","5","170938902011"
"G17009308902012","59","6","170938902012"
"G17009308902013","56","6","170938902013"
"G17009308902021","45","4","170938902021"
"G17009308902022","61","6","170938902022"
"G17009308902023","66","7","170938902023"
"G17009308903011","48","5","170938903011"
"G17009308903012","31","3","170938903012"
"G17009308903013","19","2","170938903013"
"G17009308903021","37","3","170938903021"
"G17009308903022","38","3","170938903022"
"G17009308903023","57","6","170938903023"
"G17009308903024","38","3","170938903024"
"G17009308904011","37","3","170938904011"
"G17009308904012","41","4","170938904012"
"G17009308904013","31","3","170938904013"
"G17009308904021","14","1","170938904021"
"G17009308904022","33","3","170938904022"
"G17009308904023","29","2","170938904023"
"G17009308904024","28","2","170938904024"
"G17009308904031","45","4","170938904031"
"G17009308904032","41","4","170938904032"
"G17009308904033","25","2","170938904033"
"G17009308904041","31","3","170938904041"
"G17009308904042","35","3","170938904042"
"G17009308904043","40","4","170938904043"
"G17009308905011","53","5","170938905011"
"G17009308905012","60","6","170938905012"
"G17009308905013","44","4","170938905013"
"G17009308905021","52","5","170938905021"
"G17009308905022","65","7","170938905022"
"G17009308905023","30","3","170938905023"
"G17009308906011","41","4","170938906011"
"G17009308906012","40","4","170938906012"
"G17009308906013","24","2","170938906013"
"G17009308906021","25","2","170938906021"
"G17009308906022","27","2","170938906022"
"G17009308907011","39","4","170938907011"
"G17009308907012","36","3","170938907012"
"G17009308907013","30","3","170938907013"
"G17009308907021","35","3","170938907021"
"G17009308907022","19","2","170938907022"
"G17009308907023","34","3","170938907023"
"G17009308907031","31","3","170938907031"
"G17009308907032","40","4","170938907032"
"G17009308907033","40","4","170938907033"
"G17009308907034","40","4","170938907034"
"G17009308907035","46","4","170938907035"
"G17009500001001","89","9","170950001001"
"G17009500001002","83","9","170950001002"
"G17009500001003","59","6","170950001003"
"G17009500001004","80","8","170950001004"
"G17009500002001","67","7","170950002001"
"G17009500002002","84","9","170950002002"
"G17009500002003","89","9","170950002003"
"G17009500002004","46","4","170950002004"
"G17009500003001","90","9","170950003001"
"G17009500003002","93","10","170950003002"
"G17009500003003","94","10","170950003003"
"G17009500003004","92","10","170950003004"
"G17009500003005","81","8","170950003005"
"G17009500003006","96","10","170950003006"
"G17009500004001","80","8","170950004001"
"G17009500004002","59","6","170950004002"
"G17009500004003","79","8","170950004003"
"G17009500004004","83","9","170950004004"
"G17009500005001","90","9","170950005001"
"G17009500005002","GQ","GQ","170950005002"
"G17009500005003","96","10","170950005003"
"G17009500005004","84","9","170950005004"
"G17009500005005","87","9","170950005005"
"G17009500005006","72","7","170950005006"
"G17009500006001","71","7","170950006001"
"G17009500006002","91","10","170950006002"
"G17009500006003","97","10","170950006003"
"G17009500006004","90","9","170950006004"
"G17009500007001","95","10","170950007001"
"G17009500007002","91","10","170950007002"
"G17009500007003","94","10","170950007003"
"G17009500008001","95","10","170950008001"
"G17009500008002","GQ","GQ","170950008002"
"G17009500009001","99","10","170950009001"
"G17009500009002","100","10","170950009002"
"G17009500010001","96","10","170950010001"
"G17009500010002","100","10","170950010002"
"G17009500010003","88","9","170950010003"
"G17009500010004","96","10","170950010004"
"G17009500011001","98","10","170950011001"
"G17009500011002","92","10","170950011002"
"G17009500012001","50","5","170950012001"
"G17009500012002","86","9","170950012002"
"G17009500013001","78","8","170950013001"
"G17009500013002","88","9","170950013002"
"G17009500013003","67","7","170950013003"
"G17009500014001","45","4","170950014001"
"G17009500014002","63","6","170950014002"
"G17009500015001","83","9","170950015001"
"G17009500015002","97","10","170950015002"
"G17009500015003","94","10","170950015003"
"G17009500015004","90","9","170950015004"
"G17009500015005","93","10","170950015005"
"G17009500016001","81","8","170950016001"
"G17009500016002","77","8","170950016002"
"G17009500016003","85","9","170950016003"
"G17009500016004","84","9","170950016004"
"G17009708601031","45","4","170978601031"
"G17009708601032","47","4","170978601032"
"G17009708601033","40","4","170978601033"
"G17009708601041","48","5","170978601041"
"G17009708601042","76","8","170978601042"
"G17009708601051","56","6","170978601051"
"G17009708601052","57","6","170978601052"
"G17009708601053","49","5","170978601053"
"G17009708601061","54","5","170978601061"
"G17009708601062","52","5","170978601062"
"G17009708602001","82","8","170978602001"
"G17009708602002","79","8","170978602002"
"G17009708602003","64","6","170978602003"
"G17009708603011","81","8","170978603011"
"G17009708603012","81","8","170978603012"
"G17009708603013","75","8","170978603013"
"G17009708603021","88","9","170978603021"
"G17009708603022","76","8","170978603022"
"G17009708603023","77","8","170978603023"
"G17009708604001","63","6","170978604001"
"G17009708604002","58","6","170978604002"
"G17009708604003","58","6","170978604003"
"G17009708605001","87","9","170978605001"
"G17009708605002","72","7","170978605002"
"G17009708605003","87","9","170978605003"
"G17009708605004","85","9","170978605004"
"G17009708605005","79","8","170978605005"
"G17009708606001","76","8","170978606001"
"G17009708606002","48","5","170978606002"
"G17009708606003","82","8","170978606003"
"G17009708606004","55","5","170978606004"
"G17009708608051","61","6","170978608051"
"G17009708608052","40","4","170978608052"
"G17009708608061","42","4","170978608061"
"G17009708608062","55","5","170978608062"
"G17009708608063","47","4","170978608063"
"G17009708608071","65","7","170978608071"
"G17009708608072","54","5","170978608072"
"G17009708608081","77","8","170978608081"
"G17009708608082","36","3","170978608082"
"G17009708608083","53","5","170978608083"
"G17009708608084","38","3","170978608084"
"G17009708608091","28","2","170978608091"
"G17009708608092","41","4","170978608092"
"G17009708608111","57","6","170978608111"
"G17009708608112","40","4","170978608112"
"G17009708608113","16","1","170978608113"
"G17009708608121","47","4","170978608121"
"G17009708608122","27","2","170978608122"
"G17009708608131","40","4","170978608131"
"G17009708608132","59","6","170978608132"
"G17009708609031","66","7","170978609031"
"G17009708609032","72","7","170978609032"
"G17009708609033","64","6","170978609033"
"G17009708609034","58","6","170978609034"
"G17009708609051","63","6","170978609051"
"G17009708609052","67","7","170978609052"
"G17009708609053","47","4","170978609053"
"G17009708609054","49","5","170978609054"
"G17009708609061","45","4","170978609061"
"G17009708609062","37","3","170978609062"
"G17009708609063","47","4","170978609063"
"G17009708609071","48","5","170978609071"
"G17009708609072","49","5","170978609072"
"G17009708609081","58","6","170978609081"
"G17009708610071","32","3","170978610071"
"G17009708610072","26","2","170978610072"
"G17009708610081","39","4","170978610081"
"G17009708610082","37","3","170978610082"
"G17009708610083","48","5","170978610083"
"G17009708610084","44","4","170978610084"
"G17009708610091","28","2","170978610091"
"G17009708610092","53","5","170978610092"
"G17009708610101","48","5","170978610101"
"G17009708610102","52","5","170978610102"
"G17009708610103","33","3","170978610103"
"G17009708610111","42","4","170978610111"
"G17009708610112","29","2","170978610112"
"G17009708610113","50","5","170978610113"
"G17009708610114","36","3","170978610114"
"G17009708610121","47","4","170978610121"
"G17009708610122","41","4","170978610122"
"G17009708610123","33","3","170978610123"
"G17009708610131","42","4","170978610131"
"G17009708610141","47","4","170978610141"
"G17009708610142","50","5","170978610142"
"G17009708611051","39","4","170978611051"
"G17009708611052","38","3","170978611052"
"G17009708611061","28","2","170978611061"
"G17009708611062","25","2","170978611062"
"G17009708611063","53","5","170978611063"
"G17009708611064","53","5","170978611064"
"G17009708611071","25","2","170978611071"
"G17009708611072","33","3","170978611072"
"G17009708611081","29","2","170978611081"
"G17009708611082","66","7","170978611082"
"G17009708611083","37","3","170978611083"
"G17009708612011","68","7","170978612011"
"G17009708612012","77","8","170978612012"
"G17009708612013","56","6","170978612013"
"G17009708612014","59","6","170978612014"
"G17009708612021","46","4","170978612021"
"G17009708612022","58","6","170978612022"
"G17009708613011","76","8","170978613011"
"G17009708613012","74","7","170978613012"
"G17009708613031","69","7","170978613031"
"G17009708613032","80","8","170978613032"
"G17009708613033","66","7","170978613033"
"G17009708613041","67","7","170978613041"
"G17009708613042","65","7","170978613042"
"G17009708614021","54","5","170978614021"
"G17009708614022","60","6","170978614022"
"G17009708614023","36","3","170978614023"
"G17009708614024","53","5","170978614024"
"G17009708614031","98","10","170978614031"
"G17009708614032","68","7","170978614032"
"G17009708614041","61","6","170978614041"
"G17009708614042","81","8","170978614042"
"G17009708614043","80","8","170978614043"
"G17009708614044","70","7","170978614044"
"G17009708615041","97","10","170978615041"
"G17009708615042","55","5","170978615042"
"G17009708615043","72","7","170978615043"
"G17009708615044","46","4","170978615044"
"G17009708615051","32","3","170978615051"
"G17009708615052","28","2","170978615052"
"G17009708615061","39","4","170978615061"
"G17009708615062","74","7","170978615062"
"G17009708615071","40","4","170978615071"
"G17009708615072","47","4","170978615072"
"G17009708615081","47","4","170978615081"
"G17009708615082","40","4","170978615082"
"G17009708615091","17","1","170978615091"
"G17009708615092","50","5","170978615092"
"G17009708615101","51","5","170978615101"
"G17009708615102","40","4","170978615102"
"G17009708615103","35","3","170978615103"
"G17009708616031","27","2","170978616031"
"G17009708616032","35","3","170978616032"
"G17009708616041","53","5","170978616041"
"G17009708616042","26","2","170978616042"
"G17009708616043","56","6","170978616043"
"G17009708616044","16","1","170978616044"
"G17009708616071","51","5","170978616071"
"G17009708616072","54","5","170978616072"
"G17009708616073","32","3","170978616073"
"G17009708616081","34","3","170978616081"
"G17009708616082","59","6","170978616082"
"G17009708616091","37","3","170978616091"
"G17009708616092","19","2","170978616092"
"G17009708616101","20","2","170978616101"
"G17009708616102","31","3","170978616102"
"G17009708616111","30","3","170978616111"
"G17009708616112","15","1","170978616112"
"G17009708616113","12","1","170978616113"
"G17009708617011","55","5","170978617011"
"G17009708617021","55","5","170978617021"
"G17009708617022","61","6","170978617022"
"G17009708617023","57","6","170978617023"
"G17009708618031","67","7","170978618031"
"G17009708618032","76","8","170978618032"
"G17009708618033","34","3","170978618033"
"G17009708618034","75","8","170978618034"
"G17009708618041","81","8","170978618041"
"G17009708618042","76","8","170978618042"
"G17009708619011","60","6","170978619011"
"G17009708619012","65","7","170978619012"
"G17009708619013","75","8","170978619013"
