"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G17003108048104","44","4","170318048104"
"G17003108049011","25","2","170318049011"
"G17003108049012","21","2","170318049012"
"G17003108049013","25","2","170318049013"
"G17003108049014","31","3","170318049014"
"G17003108049015","21","2","170318049015"
"G17003108049016","19","2","170318049016"
"G17003108049021","24","2","170318049021"
"G17003108049022","18","1","170318049022"
"G17003108049023","31","3","170318049023"
"G17003108049024","25","2","170318049024"
"G17003108049025","54","5","170318049025"
"G17003108050011","33","3","170318050011"
"G17003108050012","18","1","170318050012"
"G17003108050013","22","2","170318050013"
"G17003108050014","15","1","170318050014"
"G17003108050021","30","3","170318050021"
"G17003108050022","89","9","170318050022"
"G17003108050023","34","3","170318050023"
"G17003108050024","59","6","170318050024"
"G17003108050025","61","6","170318050025"
"G17003108051051","57","6","170318051051"
"G17003108051052","72","7","170318051052"
"G17003108051053","41","4","170318051053"
"G17003108051054","84","9","170318051054"
"G17003108051055","45","4","170318051055"
"G17003108051061","76","8","170318051061"
"G17003108051062","18","1","170318051062"
"G17003108051071","58","6","170318051071"
"G17003108051072","73","7","170318051072"
"G17003108051073","65","6","170318051073"
"G17003108051074","62","6","170318051074"
"G17003108051075","61","6","170318051075"
"G17003108051081","39","4","170318051081"
"G17003108051082","35","3","170318051082"
"G17003108051083","48","4","170318051083"
"G17003108051084","45","4","170318051084"
"G17003108051091","24","2","170318051091"
"G17003108051092","25","2","170318051092"
"G17003108051093","21","2","170318051093"
"G17003108051101","49","5","170318051101"
"G17003108051102","28","2","170318051102"
"G17003108051103","28","2","170318051103"
"G17003108051104","31","3","170318051104"
"G17003108051111","26","2","170318051111"
"G17003108051112","25","2","170318051112"
"G17003108051113","52","5","170318051113"
"G17003108051114","53","5","170318051114"
"G17003108051115","100","10","170318051115"
"G17003108051116","49","5","170318051116"
"G17003108051121","54","5","170318051121"
"G17003108051122","35","3","170318051122"
"G17003108052011","16","1","170318052011"
"G17003108052012","26","2","170318052012"
"G17003108052013","25","2","170318052013"
"G17003108052021","23","2","170318052021"
"G17003108052022","12","1","170318052022"
"G17003108052023","25","2","170318052023"
"G17003108052024","26","2","170318052024"
"G17003108053011","26","2","170318053011"
"G17003108053012","24","2","170318053012"
"G17003108053013","51","5","170318053013"
"G17003108053021","30","3","170318053021"
"G17003108053022","28","2","170318053022"
"G17003108053023","39","4","170318053023"
"G17003108054011","31","3","170318054011"
"G17003108054012","31","3","170318054012"
"G17003108054013","21","2","170318054013"
"G17003108054021","23","2","170318054021"
"G17003108054022","31","3","170318054022"
"G17003108054023","29","2","170318054023"
"G17003108054024","34","3","170318054024"
"G17003108054025","26","2","170318054025"
"G17003108055011","10","1","170318055011"
"G17003108055012","23","2","170318055012"
"G17003108055013","16","1","170318055013"
"G17003108055021","8","1","170318055021"
"G17003108055022","6","1","170318055022"
"G17003108055023","8","1","170318055023"
"G17003108055024","16","1","170318055024"
"G17003108056001","8","1","170318056001"
"G17003108056002","16","1","170318056002"
"G17003108056003","6","1","170318056003"
"G17003108056004","10","1","170318056004"
"G17003108057011","9","1","170318057011"
"G17003108057012","13","1","170318057012"
"G17003108057013","11","1","170318057013"
"G17003108057014","51","5","170318057014"
"G17003108057015","9","1","170318057015"
"G17003108057021","13","1","170318057021"
"G17003108057022","20","2","170318057022"
"G17003108058011","24","2","170318058011"
"G17003108058012","20","2","170318058012"
"G17003108058013","21","2","170318058013"
"G17003108058021","26","2","170318058021"
"G17003108058022","18","1","170318058022"
"G17003108058023","16","1","170318058023"
"G17003108058024","20","2","170318058024"
"G17003108058025","22","2","170318058025"
"G17003108059011","31","3","170318059011"
"G17003108059012","48","4","170318059012"
"G17003108059013","26","2","170318059013"
"G17003108059021","30","3","170318059021"
"G17003108059022","18","1","170318059022"
"G17003108059023","6","1","170318059023"
"G17003108059024","23","2","170318059024"
"G17003108059025","19","2","170318059025"
"G17003108059026","20","2","170318059026"
"G17003108060011","51","5","170318060011"
"G17003108060012","66","7","170318060012"
"G17003108060013","79","8","170318060013"
"G17003108060014","14","1","170318060014"
"G17003108060021","80","8","170318060021"
"G17003108060022","69","7","170318060022"
"G17003108060023","56","5","170318060023"
"G17003108060024","60","6","170318060024"
"G17003108060025","70","7","170318060025"
"G17003108060041","51","5","170318060041"
"G17003108060042","35","3","170318060042"
"G17003108060043","31","3","170318060043"
"G17003108060044","28","2","170318060044"
"G17003108060051","21","2","170318060051"
"G17003108060052","50","5","170318060052"
"G17003108060061","70","7","170318060061"
"G17003108060062","47","4","170318060062"
"G17003108060063","36","3","170318060063"
"G17003108060064","47","4","170318060064"
"G17003108061021","43","4","170318061021"
"G17003108061022","25","2","170318061022"
"G17003108061023","28","2","170318061023"
"G17003108061031","27","2","170318061031"
"G17003108061032","35","3","170318061032"
"G17003108061033","22","2","170318061033"
"G17003108061034","34","3","170318061034"
"G17003108061041","77","8","170318061041"
"G17003108061042","49","5","170318061042"
"G17003108061043","63","6","170318061043"
"G17003108062011","51","5","170318062011"
"G17003108062012","55","5","170318062012"
"G17003108062021","48","4","170318062021"
"G17003108062022","47","4","170318062022"
"G17003108062023","45","4","170318062023"
"G17003108063001","43","4","170318063001"
"G17003108063002","29","2","170318063002"
"G17003108063003","28","2","170318063003"
"G17003108063004","37","3","170318063004"
"G17003108063005","29","2","170318063005"
"G17003108063006","35","3","170318063006"
"G17003108064001","28","2","170318064001"
"G17003108064002","30","3","170318064002"
"G17003108065011","46","4","170318065011"
"G17003108065012","45","4","170318065012"
"G17003108065021","48","4","170318065021"
"G17003108065022","31","3","170318065022"
"G17003108065023","41","4","170318065023"
"G17003108065024","52","5","170318065024"
"G17003108066001","34","3","170318066001"
"G17003108066002","46","4","170318066002"
"G17003108067001","19","2","170318067001"
"G17003108067002","7","1","170318067002"
"G17003108067003","21","2","170318067003"
"G17003108067004","29","2","170318067004"
"G17003108068011","66","7","170318068011"
"G17003108068012","33","3","170318068012"
"G17003108068013","19","2","170318068013"
"G17003108068014","47","4","170318068014"
"G17003108068021","19","2","170318068021"
"G17003108068022","58","6","170318068022"
"G17003108068023","20","2","170318068023"
"G17003108069001","30","3","170318069001"
"G17003108069002","43","4","170318069002"
"G17003108069003","25","2","170318069003"
"G17003108070001","54","5","170318070001"
"G17003108070002","44","4","170318070002"
"G17003108070003","27","2","170318070003"
"G17003108070004","47","4","170318070004"
"G17003108071001","16","1","170318071001"
"G17003108071002","22","2","170318071002"
"G17003108071003","12","1","170318071003"
"G17003108072001","29","2","170318072001"
"G17003108072002","34","3","170318072002"
"G17003108072003","34","3","170318072003"
"G17003108072004","34","3","170318072004"
"G17003108072005","23","2","170318072005"
"G17003108073001","63","6","170318073001"
"G17003108073002","33","3","170318073002"
"G17003108073003","40","4","170318073003"
"G17003108073004","29","2","170318073004"
"G17003108073005","26","2","170318073005"
"G17003108074001","28","2","170318074001"
"G17003108074002","17","1","170318074002"
"G17003108074003","39","4","170318074003"
"G17003108074004","25","2","170318074004"
"G17003108074005","44","4","170318074005"
"G17003108075001","29","2","170318075001"
"G17003108075002","25","2","170318075002"
"G17003108075003","27","2","170318075003"
"G17003108076001","39","4","170318076001"
"G17003108076002","29","2","170318076002"
"G17003108076003","31","3","170318076003"
"G17003108076004","26","2","170318076004"
"G17003108076005","40","4","170318076005"
"G17003108077001","52","5","170318077001"
"G17003108077002","34","3","170318077002"
"G17003108077003","38","3","170318077003"
"G17003108077004","31","3","170318077004"
"G17003108078001","15","1","170318078001"
"G17003108078002","23","2","170318078002"
"G17003108079001","22","2","170318079001"
"G17003108079002","17","1","170318079002"
"G17003108079003","7","1","170318079003"
"G17003108080011","23","2","170318080011"
"G17003108080012","26","2","170318080012"
"G17003108080013","20","2","170318080013"
"G17003108080021","26","2","170318080021"
"G17003108080022","35","3","170318080022"
"G17003108080023","28","2","170318080023"
"G17003108080024","24","2","170318080024"
"G17003108081001","38","3","170318081001"
"G17003108081002","50","5","170318081002"
"G17003108082001","35","3","170318082001"
"G17003108082002","31","3","170318082002"
"G17003108082003","43","4","170318082003"
"G17003108083011","65","6","170318083011"
"G17003108083012","34","3","170318083012"
"G17003108083013","25","2","170318083013"
"G17003108083014","41","4","170318083014"
"G17003108083021","30","3","170318083021"
"G17003108083022","56","5","170318083022"
"G17003108083023","26","2","170318083023"
"G17003108084001","17","1","170318084001"
"G17003108084002","23","2","170318084002"
"G17003108084003","28","2","170318084003"
"G17003108085001","25","2","170318085001"
"G17003108085002","21","2","170318085002"
"G17003108085003","27","2","170318085003"
"G17003108085004","27","2","170318085004"
"G17003108086001","3","1","170318086001"
"G17003108086002","11","1","170318086002"
"G17003108087021","GQ","GQ","170318087021"
"G17003108087022","GQ","GQ","170318087022"
"G17003108087023","GQ","GQ","170318087023"
"G17003108088001","10","1","170318088001"
"G17003108088002","3","1","170318088002"
"G17003108089001","8","1","170318089001"
"G17003108089002","8","1","170318089002"
"G17003108089003","14","1","170318089003"
"G17003108090001","7","1","170318090001"
"G17003108090002","5","1","170318090002"
"G17003108090003","GQ","GQ","170318090003"
"G17003108090004","10","1","170318090004"
"G17003108091001","14","1","170318091001"
"G17003108091002","7","1","170318091002"
"G17003108091003","18","1","170318091003"
"G17003108092001","43","4","170318092001"
"G17003108092002","38","3","170318092002"
"G17003108092003","57","6","170318092003"
"G17003108092004","52","5","170318092004"
"G17003108093001","12","1","170318093001"
"G17003108093002","19","2","170318093002"
"G17003108093003","10","1","170318093003"
"G17003108094011","7","1","170318094011"
"G17003108094012","38","3","170318094012"
"G17003108094021","15","1","170318094021"
"G17003108094022","40","4","170318094022"
"G17003108095001","22","2","170318095001"
"G17003108095002","33","3","170318095002"
"G17003108095003","11","1","170318095003"
"G17003108096001","9","1","170318096001"
"G17003108096002","51","5","170318096002"
"G17003108096003","32","3","170318096003"
"G17003108097001","20","2","170318097001"
"G17003108097002","17","1","170318097002"
"G17003108097003","30","3","170318097003"
"G17003108098001","11","1","170318098001"
"G17003108098002","10","1","170318098002"
"G17003108099001","2","1","170318099001"
"G17003108099002","24","2","170318099002"
"G17003108100001","36","3","170318100001"
"G17003108100002","13","1","170318100002"
"G17003108100003","35","3","170318100003"
"G17003108101001","39","4","170318101001"
"G17003108101002","20","2","170318101002"
"G17003108101003","23","2","170318101003"
"G17003108101004","9","1","170318101004"
"G17003108101005","40","4","170318101005"
"G17003108102001","64","6","170318102001"
"G17003108102002","40","4","170318102002"
"G17003108102003","75","8","170318102003"
"G17003108102004","58","6","170318102004"
"G17003108102005","13","1","170318102005"
"G17003108102006","18","1","170318102006"
"G17003108103011","33","3","170318103011"
"G17003108103012","31","3","170318103012"
"G17003108103013","36","3","170318103013"
"G17003108103014","25","2","170318103014"
"G17003108103021","36","3","170318103021"
"G17003108103022","18","1","170318103022"
"G17003108103023","26","2","170318103023"
"G17003108104001","12","1","170318104001"
"G17003108104002","16","1","170318104002"
"G17003108104003","22","2","170318104003"
"G17003108104004","13","1","170318104004"
"G17003108105011","40","4","170318105011"
"G17003108105012","31","3","170318105012"
"G17003108105013","28","2","170318105013"
"G17003108105014","28","2","170318105014"
"G17003108105015","37","3","170318105015"
"G17003108105021","32","3","170318105021"
"G17003108105022","30","3","170318105022"
"G17003108105023","35","3","170318105023"
"G17003108105024","40","4","170318105024"
"G17003108105025","32","3","170318105025"
"G17003108106001","43","4","170318106001"
"G17003108106002","37","3","170318106002"
"G17003108106003","37","3","170318106003"
"G17003108107011","47","4","170318107011"
"G17003108107012","50","5","170318107012"
"G17003108107013","52","5","170318107013"
"G17003108107014","57","6","170318107014"
"G17003108107021","44","4","170318107021"
"G17003108107022","60","6","170318107022"
"G17003108107023","42","4","170318107023"
"G17003108108001","34","3","170318108001"
"G17003108108002","41","4","170318108002"
"G17003108108003","35","3","170318108003"
"G17003108108004","35","3","170318108004"
"G17003108109001","45","4","170318109001"
"G17003108109002","43","4","170318109002"
"G17003108109003","53","5","170318109003"
"G17003108109004","50","5","170318109004"
"G17003108109005","42","4","170318109005"
"G17003108110001","27","2","170318110001"
"G17003108110002","28","2","170318110002"
"G17003108110003","23","2","170318110003"
"G17003108110004","23","2","170318110004"
"G17003108110005","32","3","170318110005"
"G17003108111001","90","9","170318111001"
"G17003108111002","41","4","170318111002"
"G17003108111003","36","3","170318111003"
"G17003108111004","45","4","170318111004"
"G17003108112001","58","6","170318112001"
"G17003108112002","40","4","170318112002"
"G17003108112003","48","4","170318112003"
"G17003108112004","43","4","170318112004"
"G17003108112005","57","6","170318112005"
"G17003108113011","51","5","170318113011"
"G17003108113012","62","6","170318113012"
"G17003108113013","45","4","170318113013"
"G17003108113014","51","5","170318113014"
"G17003108113021","60","6","170318113021"
"G17003108113022","53","5","170318113022"
"G17003108114011","55","5","170318114011"
"G17003108114012","40","4","170318114012"
"G17003108114013","50","5","170318114013"
"G17003108114014","29","2","170318114014"
"G17003108114015","59","6","170318114015"
"G17003108114021","49","5","170318114021"
"G17003108114022","50","5","170318114022"
"G17003108114023","48","4","170318114023"
"G17003108115001","45","4","170318115001"
"G17003108115002","43","4","170318115002"
"G17003108115003","50","5","170318115003"
"G17003108115004","49","5","170318115004"
"G17003108116001","56","5","170318116001"
"G17003108116002","47","4","170318116002"
"G17003108116003","46","4","170318116003"
"G17003108116004","48","4","170318116004"
"G17003108117011","50","5","170318117011"
"G17003108117012","58","6","170318117012"
"G17003108117021","92","10","170318117021"
"G17003108117022","60","6","170318117022"
"G17003108117023","48","4","170318117023"
"G17003108118001","45","4","170318118001"
"G17003108118002","GQ","GQ","170318118002"
"G17003108118003","48","4","170318118003"
"G17003108118004","49","5","170318118004"
"G17003108119001","9","1","170318119001"
"G17003108119002","5","1","170318119002"
"G17003108119003","4","1","170318119003"
"G17003108119004","6","1","170318119004"
"G17003108120001","6","1","170318120001"
"G17003108120002","33","3","170318120002"
"G17003108120003","20","2","170318120003"
"G17003108120004","8","1","170318120004"
"G17003108120005","9","1","170318120005"
"G17003108120006","7","1","170318120006"
"G17003108121001","17","1","170318121001"
"G17003108121002","18","1","170318121002"
"G17003108121003","19","2","170318121003"
"G17003108121004","18","1","170318121004"
"G17003108121005","15","1","170318121005"
"G17003108122001","6","1","170318122001"
"G17003108122002","5","1","170318122002"
"G17003108122003","8","1","170318122003"
"G17003108122004","6","1","170318122004"
"G17003108123011","42","4","170318123011"
"G17003108123012","50","5","170318123012"
"G17003108123013","33","3","170318123013"
"G17003108123021","11","1","170318123021"
"G17003108123022","10","1","170318123022"
"G17003108123023","34","3","170318123023"
"G17003108124001","5","1","170318124001"
"G17003108124002","5","1","170318124002"
"G17003108124003","6","1","170318124003"
"G17003108125001","22","2","170318125001"
"G17003108125002","15","1","170318125002"
"G17003108125003","24","2","170318125003"
"G17003108125004","24","2","170318125004"
"G17003108126001","32","3","170318126001"
"G17003108126002","55","5","170318126002"
"G17003108126003","56","5","170318126003"
"G17003108126004","21","2","170318126004"
"G17003108127001","12","1","170318127001"
"G17003108127002","36","3","170318127002"
"G17003108127003","71","7","170318127003"
"G17003108128011","56","5","170318128011"
"G17003108128012","47","4","170318128012"
"G17003108128021","33","3","170318128021"
"G17003108128022","22","2","170318128022"
"G17003108128023","32","3","170318128023"
"G17003108129001","15","1","170318129001"
"G17003108129002","17","1","170318129002"
"G17003108129003","19","2","170318129003"
"G17003108129004","17","1","170318129004"
"G17003108130001","14","1","170318130001"
"G17003108130002","18","1","170318130002"
"G17003108130003","20","2","170318130003"
"G17003108130004","23","2","170318130004"
"G17003108130005","7","1","170318130005"
"G17003108131001","37","3","170318131001"
"G17003108131002","34","3","170318131002"
"G17003108131003","23","2","170318131003"
"G17003108131004","41","4","170318131004"
"G17003108131005","20","2","170318131005"
"G17003108132001","25","2","170318132001"
"G17003108132002","16","1","170318132002"
"G17003108132003","15","1","170318132003"
"G17003108132004","13","1","170318132004"
"G17003108132005","15","1","170318132005"
"G17003108133011","62","6","170318133011"
"G17003108133012","74","7","170318133012"
"G17003108133013","59","6","170318133013"
"G17003108133021","65","6","170318133021"
"G17003108133022","67","7","170318133022"
"G17003108134001","68","7","170318134001"
"G17003108134002","62","6","170318134002"
"G17003108134003","63","6","170318134003"
"G17003108134004","56","5","170318134004"
"G17003108134005","45","4","170318134005"
"G17003108134006","52","5","170318134006"
"G17003108135001","50","5","170318135001"
"G17003108135002","57","6","170318135002"
"G17003108135003","43","4","170318135003"
"G17003108135004","47","4","170318135004"
"G17003108135005","46","4","170318135005"
"G17003108136001","63","6","170318136001"
"G17003108136002","41","4","170318136002"
"G17003108136003","67","7","170318136003"
"G17003108137011","64","6","170318137011"
"G17003108137012","61","6","170318137012"
"G17003108137021","49","5","170318137021"
"G17003108137022","66","7","170318137022"
"G17003108137023","41","4","170318137023"
"G17003108137024","54","5","170318137024"
"G17003108138011","71","7","170318138011"
"G17003108138012","62","6","170318138012"
"G17003108138013","70","7","170318138013"
"G17003108138021","81","8","170318138021"
"G17003108138022","62","6","170318138022"
"G17003108138023","62","6","170318138023"
"G17003108138024","67","7","170318138024"
"G17003108139001","70","7","170318139001"
"G17003108139002","67","7","170318139002"
"G17003108139003","77","8","170318139003"
"G17003108139004","49","5","170318139004"
"G17003108139005","72","7","170318139005"
"G17003108140001","59","6","170318140001"
"G17003108140002","71","7","170318140002"
"G17003108140003","62","6","170318140003"
"G17003108140004","54","5","170318140004"
"G17003108141001","67","7","170318141001"
"G17003108141002","76","8","170318141002"
"G17003108141003","64","6","170318141003"
"G17003108142001","57","6","170318142001"
"G17003108142002","43","4","170318142002"
"G17003108142003","70","7","170318142003"
"G17003108142004","60","6","170318142004"
"G17003108142005","56","5","170318142005"
"G17003108142006","70","7","170318142006"
"G17003108143001","64","6","170318143001"
"G17003108143002","63","6","170318143002"
"G17003108144001","57","6","170318144001"
"G17003108144002","72","7","170318144002"
"G17003108144003","65","6","170318144003"
"G17003108144004","46","4","170318144004"
"G17003108144005","75","8","170318144005"
"G17003108144006","45","4","170318144006"
"G17003108145001","54","5","170318145001"
"G17003108145002","55","5","170318145002"
"G17003108145003","61","6","170318145003"
"G17003108146001","63","6","170318146001"
"G17003108146002","46","4","170318146002"
"G17003108146003","48","4","170318146003"
"G17003108146004","43","4","170318146004"
"G17003108146005","41","4","170318146005"
"G17003108147001","45","4","170318147001"
"G17003108147002","39","4","170318147002"
"G17003108147003","55","5","170318147003"
"G17003108147004","36","3","170318147004"
"G17003108147005","54","5","170318147005"
"G17003108148001","43","4","170318148001"
"G17003108148002","49","5","170318148002"
"G17003108148003","45","4","170318148003"
"G17003108148004","44","4","170318148004"
"G17003108148005","54","5","170318148005"
"G17003108149001","46","4","170318149001"
"G17003108149002","44","4","170318149002"
"G17003108149003","49","5","170318149003"
"G17003108149004","39","4","170318149004"
"G17003108150001","55","5","170318150001"
"G17003108150002","45","4","170318150002"
"G17003108150003","40","4","170318150003"
"G17003108151001","42","4","170318151001"
"G17003108151002","51","5","170318151002"
"G17003108151003","43","4","170318151003"
"G17003108152001","52","5","170318152001"
"G17003108152002","52","5","170318152002"
"G17003108152003","44","4","170318152003"
"G17003108152004","50","5","170318152004"
"G17003108152005","52","5","170318152005"
"G17003108153001","43","4","170318153001"
"G17003108153002","47","4","170318153002"
"G17003108153003","45","4","170318153003"
"G17003108153004","42","4","170318153004"
"G17003108154001","36","3","170318154001"
"G17003108154002","48","4","170318154002"
"G17003108154003","50","5","170318154003"
"G17003108154004","36","3","170318154004"
"G17003108155001","47","4","170318155001"
"G17003108155002","28","2","170318155002"
"G17003108155003","50","5","170318155003"
"G17003108155004","40","4","170318155004"
"G17003108155005","52","5","170318155005"
"G17003108155006","47","4","170318155006"
"G17003108155007","47","4","170318155007"
"G17003108156001","41","4","170318156001"
"G17003108156002","50","5","170318156002"
"G17003108156003","41","4","170318156003"
"G17003108156004","50","5","170318156004"
"G17003108156005","40","4","170318156005"
"G17003108157011","19","2","170318157011"
"G17003108157012","11","1","170318157012"
"G17003108157013","18","1","170318157013"
"G17003108157014","18","1","170318157014"
"G17003108157021","6","1","170318157021"
"G17003108157022","41","4","170318157022"
"G17003108157023","16","1","170318157023"
"G17003108157024","22","2","170318157024"
"G17003108157025","11","1","170318157025"
"G17003108158001","25","2","170318158001"
"G17003108159001","45","4","170318159001"
"G17003108159002","55","5","170318159002"
"G17003108159003","53","5","170318159003"
"G17003108160001","26","2","170318160001"
"G17003108160002","16","1","170318160002"
"G17003108160003","26","2","170318160003"
"G17003108161001","32","3","170318161001"
"G17003108161002","35","3","170318161002"
"G17003108161003","43","4","170318161003"
"G17003108161004","34","3","170318161004"
"G17003108161005","67","7","170318161005"
"G17003108161006","75","8","170318161006"
"G17003108162001","52","5","170318162001"
"G17003108162002","30","3","170318162002"
"G17003108162003","35","3","170318162003"
"G17003108163001","59","6","170318163001"
"G17003108163002","57","6","170318163002"
"G17003108163003","56","5","170318163003"
"G17003108163004","52","5","170318163004"
"G17003108164011","67","7","170318164011"
"G17003108164012","36","3","170318164012"
"G17003108164013","56","5","170318164013"
"G17003108164014","54","5","170318164014"
"G17003108164021","46","4","170318164021"
"G17003108164022","55","5","170318164022"
"G17003108164023","46","4","170318164023"
"G17003108164024","43","4","170318164024"
"G17003108165001","58","6","170318165001"
"G17003108165002","89","9","170318165002"
"G17003108165003","99","10","170318165003"
"G17003108166001","64","6","170318166001"
"G17003108166002","68","7","170318166002"
"G17003108166003","58","6","170318166003"
"G17003108167001","60","6","170318167001"
"G17003108167002","67","7","170318167002"
"G17003108168001","77","8","170318168001"
"G17003108168002","53","5","170318168002"
"G17003108168003","55","5","170318168003"
"G17003108168004","54","5","170318168004"
"G17003108169001","62","6","170318169001"
"G17003108169002","58","6","170318169002"
"G17003108169003","58","6","170318169003"
"G17003108169004","55","5","170318169004"
"G17003108170001","70","7","170318170001"
"G17003108170002","75","8","170318170002"
"G17003108170003","55","5","170318170003"
"G17003108170004","60","6","170318170004"
"G17003108170005","59","6","170318170005"
"G17003108171011","63","6","170318171011"
"G17003108171012","61","6","170318171012"
"G17003108171013","58","6","170318171013"
"G17003108171014","80","8","170318171014"
"G17003108171021","72","7","170318171021"
"G17003108171022","52","5","170318171022"
"G17003108171023","64","6","170318171023"
"G17003108172001","78","8","170318172001"
"G17003108172002","53","5","170318172002"
"G17003108172003","68","7","170318172003"
"G17003108172004","68","7","170318172004"
"G17003108173001","71","7","170318173001"
"G17003108174001","68","7","170318174001"
"G17003108174002","54","5","170318174002"
"G17003108174003","54","5","170318174003"
"G17003108175001","80","8","170318175001"
"G17003108175002","68","7","170318175002"
"G17003108175003","45","4","170318175003"
"G17003108175004","60","6","170318175004"
"G17003108176001","65","6","170318176001"
"G17003108176002","80","8","170318176002"
"G17003108176003","67","7","170318176003"
"G17003108177001","69","7","170318177001"
"G17003108177002","59","6","170318177002"
"G17003108177003","54","5","170318177003"
"G17003108177004","61","6","170318177004"
"G17003108179001","49","5","170318179001"
"G17003108179002","67","7","170318179002"
"G17003108179003","51","5","170318179003"
"G17003108179004","64","6","170318179004"
"G17003108179005","40","4","170318179005"
"G17003108180001","63","6","170318180001"
"G17003108180002","59","6","170318180002"
"G17003108180003","58","6","170318180003"
"G17003108181001","39","4","170318181001"
"G17003108181002","42","4","170318181002"
"G17003108182001","37","3","170318182001"
"G17003108182002","56","5","170318182002"
"G17003108182003","36","3","170318182003"
"G17003108182004","34","3","170318182004"
"G17003108183001","38","3","170318183001"
"G17003108183002","62","6","170318183002"
"G17003108183003","62","6","170318183003"
"G17003108183004","48","4","170318183004"
"G17003108184011","54","5","170318184011"
"G17003108184012","45","4","170318184012"
"G17003108184013","60","6","170318184013"
"G17003108184014","44","4","170318184014"
"G17003108184021","37","3","170318184021"
"G17003108184022","48","4","170318184022"
"G17003108184023","44","4","170318184023"
"G17003108185001","28","2","170318185001"
"G17003108185002","37","3","170318185002"
"G17003108185003","35","3","170318185003"
"G17003108185004","34","3","170318185004"
"G17003108186001","28","2","170318186001"
"G17003108186002","28","2","170318186002"
"G17003108186003","26","2","170318186003"
"G17003108187001","31","3","170318187001"
"G17003108187002","30","3","170318187002"
"G17003108187003","36","3","170318187003"
"G17003108187004","35","3","170318187004"
"G17003108188001","23","2","170318188001"
"G17003108188002","35","3","170318188002"
"G17003108188003","40","4","170318188003"
"G17003108188004","38","3","170318188004"
"G17003108188005","34","3","170318188005"
"G17003108188006","40","4","170318188006"
"G17003108189001","29","2","170318189001"
"G17003108189002","28","2","170318189002"
"G17003108189003","22","2","170318189003"
"G17003108190001","7","1","170318190001"
"G17003108190002","13","1","170318190002"
"G17003108190003","9","1","170318190003"
"G17003108190004","13","1","170318190004"
"G17003108191001","49","5","170318191001"
"G17003108191002","50","5","170318191002"
"G17003108191003","59","6","170318191003"
"G17003108191004","63","6","170318191004"
"G17003108192001","65","6","170318192001"
"G17003108192002","54","5","170318192002"
"G17003108192003","45","4","170318192003"
"G17003108192004","58","6","170318192004"
"G17003108193001","43","4","170318193001"
"G17003108193002","41","4","170318193002"
"G17003108193003","40","4","170318193003"
"G17003108194001","51","5","170318194001"
"G17003108194002","39","4","170318194002"
"G17003108194003","35","3","170318194003"
"G17003108194004","30","3","170318194004"
"G17003108194005","47","4","170318194005"
"G17003108195001","13","1","170318195001"
"G17003108195002","18","1","170318195002"
"G17003108195003","62","6","170318195003"
"G17003108195004","27","2","170318195004"
"G17003108196001","5","1","170318196001"
"G17003108196002","6","1","170318196002"
"G17003108196003","8","1","170318196003"
"G17003108196004","24","2","170318196004"
"G17003108197001","11","1","170318197001"
"G17003108197002","9","1","170318197002"
"G17003108197003","7","1","170318197003"
"G17003108197004","7","1","170318197004"
"G17003108198011","7","1","170318198011"
"G17003108198012","6","1","170318198012"
"G17003108198013","10","1","170318198013"
"G17003108198014","6","1","170318198014"
"G17003108198015","7","1","170318198015"
"G17003108198021","8","1","170318198021"
"G17003108198022","9","1","170318198022"
"G17003108199001","6","1","170318199001"
"G17003108199002","10","1","170318199002"
"G17003108199003","4","1","170318199003"
"G17003108200001","6","1","170318200001"
"G17003108200002","2","1","170318200002"
"G17003108201011","16","1","170318201011"
"G17003108201012","6","1","170318201012"
"G17003108201013","10","1","170318201013"
"G17003108201014","9","1","170318201014"
"G17003108201015","8","1","170318201015"
"G17003108201016","48","4","170318201016"
"G17003108201017","25","2","170318201017"
"G17003108201031","41","4","170318201031"
"G17003108201032","14","1","170318201032"
"G17003108201033","30","3","170318201033"
"G17003108201034","9","1","170318201034"
"G17003108201041","99","10","170318201041"
"G17003108201042","38","3","170318201042"
"G17003108201043","20","2","170318201043"
"G17003108201044","29","2","170318201044"
"G17003108202021","94","10","170318202021"
"G17003108202022","83","9","170318202022"
"G17003108202023","51","5","170318202023"
"G17003108202031","6","1","170318202031"
"G17003108202032","13","1","170318202032"
"G17003108202041","73","7","170318202041"
"G17003108202042","31","3","170318202042"
"G17003108202043","10","1","170318202043"
"G17003108203001","52","5","170318203001"
"G17003108203002","55","5","170318203002"
"G17003108203003","56","5","170318203003"
"G17003108203004","58","6","170318203004"
"G17003108204001","76","8","170318204001"
"G17003108204002","76","8","170318204002"
"G17003108204003","52","5","170318204003"
"G17003108205011","42","4","170318205011"
"G17003108205012","53","5","170318205012"
"G17003108205013","50","5","170318205013"
"G17003108205014","57","6","170318205014"
"G17003108205015","43","4","170318205015"
"G17003108205021","49","5","170318205021"
"G17003108205022","53","5","170318205022"
"G17003108205023","53","5","170318205023"
"G17003108205024","59","6","170318205024"
"G17003108206031","99","10","170318206031"
"G17003108206032","50","5","170318206032"
"G17003108206033","39","4","170318206033"
"G17003108206041","76","8","170318206041"
"G17003108206042","68","7","170318206042"
"G17003108206051","57","6","170318206051"
"G17003108206052","51","5","170318206052"
"G17003108206053","52","5","170318206053"
"G17003108206061","34","3","170318206061"
"G17003108206062","48","4","170318206062"
"G17003108207001","54","5","170318207001"
